"Proposal #","Project Title","PI","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","PI Unit","sponsor type","Sponsor Org Type","Created Date","Total Sponsor Costs","Sponsor Deadline","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Actual_Submission_Date","Actual_Funding_Date","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Funded","Not Funded","Submitted to Sponsor","Under Consideration","Total_submitted_to_sponsor","First_Proposal_Submission_Date","First_Federal_Grant_Submission_Date"
"24-0584-P0001","Joint Teton County and Town of Jackson 2024 Annual Indicator Report Review and Update","Laurel Allison Wimbish","Submitted to Sponsor","Teton County",NA,"Wyoming Survey & Analysis Center","1/1/2024","5/31/2024","New",NA,"24-0584","Wyoming Survey & Analysis Center","Wyoming Local Governmental Entities",NA,"11/16/2023 02:33:20 pm","59996.06","12/6/2023","Joint Teton County and Town of Jackson 2024 Annual Indicator Report Review and Update","Assigned to SP Proposal Administrator: Tashina Lemons > Status was changed from: Under Review to Approved > Certified > Status was changed from: Approved to Submitted to Sponsor > Proposal Created > Status was changed from: In Development to Under Review","Bryce William Howard > Farrell Jean Rapp > Laurel Allison Wimbish > Tashina Lemons","11/16/2023 02:38:20 pm > 12/4/2023 11:53:18 am > 12/4/2023 10:52:41 am > 12/5/2023 10:30:52 am > 11/16/2023 02:33:20 pm > 12/4/2023 10:45:02 am","Submitted to sponsor 12/5/23",NA,NA,NA,"12/4/2023 11:47:19 am > 12/4/2023 10:52:41 am > 12/4/2023 11:42:51 am > 12/4/2023 10:52:17 am > 12/4/2023 11:53:18 am > 12/4/2023 11:42:55 am","Approved > Certified",NA,"49996.71","9999.34","59996.06",NA,"Yes",2023-12-05 10:30:52,NA,"FY2024","240584A0001",NA,NA,"Research",0,0,1,0,1,"06/08/2023","09/18/2023"
"24-0876-P0001","Joyce TESS GI proposal","Meridith Paige Joyce","Under Consideration","National Aeronautics and Space Administration",NA,"Physics & Astronomy","1/1/2025","12/31/2025","New",NA,"24-0876","School of Computing","U.S. Federal Government",NA,"3/6/2024 08:25:54 am","70000","9/27/2024","A FIVE-FOLD INCREASE IN “HOLY GRAIL” CALIBRATORS FOR STELLAR MODELS: DOUBLY-OSCILLATING BINARIES PRE-SCREENED WITH GAIA","Status was changed from: Under Review to Approved > Proposal Created > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: Approved to Submitted to Sponsor > Form was edited in 'Under Review' status > Status was changed from: Submitted to Sponsor to Under Consideration > Certified","Farrell Jean Rapp > Thomas Abraham Lentner > Meridith Paige Joyce","9/23/2024 02:11:42 pm > 3/6/2024 08:25:54 am > 9/23/2024 12:52:50 pm > 3/6/2024 08:51:59 am > 9/25/2024 05:21:50 pm > 9/23/2024 02:10:11 pm > 1/27/2025 04:40:37 pm > 9/23/2024 12:57:27 pm","Submitted via NSPIRES at 3:55pm on 09/25/2024.  NASA proposal #23-TESS23-0013 > Notification of Award. NASA has selected this project for funding at $70K for one-year. - Still waiting for award to arrive from NASA.",NA,NA,"Phase-2 budgetary proposal for TESS GI NASA funding.  Passes Pre-award checks.  Unfunded foreign collaboration with Konkoly observatory in Hungary.  Subaward to STScI for $7,000, subaward documents are being prepared and should be available this week (see attachments).","9/23/2024 12:54:26 pm > 9/23/2024 02:04:19 pm > 9/23/2024 12:57:27 pm > 9/23/2024 02:11:42 pm > 9/23/2024 01:26:53 pm","Approved > Certified",NA,"52124","17876","70000",NA,"Yes",2024-09-25 17:21:50,NA,"FY2025","240876A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,1,"09/25/2024","09/25/2024"
"23-1870-P0001","K-Pg Ecosystem Rebuilding","Ellen D. Currano","Not Funded","National Science Foundation",NA,"Botany","9/1/2022","8/31/2027","New",NA,"23-1870","Botany","U.S. Federal Government",NA,"6/27/2023 02:42:05 pm","177321","2/2/2022","Collaborative Research: How did Terrestrial Ecosystems Rebuild Following the Cretaceous/Paleogene Extinction?","Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded > Proposal Created > Status was changed from: In Development to Submitted to Sponsor","Courtney Peatross > Bryce Howard","3/12/2024 07:18:02 am > 6/27/2023 02:42:04 pm > 3/12/2024 07:17:33 am","Not funded per sponsor notification on 08/17/2022. > Legacy. Has Greensheet.",NA,"Not Funded",NA,NA,"Not Completed",NA,"129002","48319","177321","A collaborative proposal","No",2024-03-12 07:17:33,NA,"FY2024","231870A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,1,"09/10/2023","09/10/2023"
"25-0406-P0001","K99/R00 NIGMS","Owen Funk","Submitted to Sponsor","National Institute of General Medical Sciences/National Institutes of Health/Department of Health and Human Services",NA,"Molecular Biology","12/1/2025","11/30/2030","New",NA,"25-0406","Molecular Biology","U.S. Federal Government",NA,"1/6/2025 02:24:29 pm","994374","2/12/2025","Cell Fusion and Gene expression in C elegans","Proposal Created > Status was changed from: Under Review to Approved > Certified > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: In Development to Under Review","Owen Funk > Farrell Jean Rapp > Kayleigh Ann Edgar","1/6/2025 02:24:28 pm > 2/11/2025 09:50:03 am > 2/10/2025 10:23:06 pm > 2/11/2025 03:52:19 pm > 2/10/2025 10:33:11 am","2/11/25 Submitted via NIH ASSIST Tracking number GRANT14361051",NA,NA,"Passes pre-award checks.  IDC limited to 8% training rate for this opportunity.  IDC approved by DVPR.","2/10/2025 10:44:30 am > 2/11/2025 06:51:20 am > 2/10/2025 10:23:06 pm > 2/11/2025 06:20:31 am > 2/10/2025 10:37:55 am > 2/11/2025 09:50:03 am","Approved > Certified",NA,"746005","248369","994374",NA,"Yes",2025-02-11 15:52:19,NA,"FY2025","250406A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,1,0,1,"08/09/2023","08/09/2023"
"24-1107-P0001","Keystone Habitat Elements - The WYldlife Fund","Anna Lisa D. Chalfoun","Submitted to Sponsor","ADD NEW",NA,"Wyoming Coop Unit","8/1/2024","7/31/2025","New",NA,"24-1107","Wyoming Coop Unit","Non-Profit Organizations",NA,"6/25/2024 02:37:50 pm","2300","7/15/2024","Keystone Habitat Elements as a Tool in the Conservation of Wildlife Biodiversity and Abundance","Certified > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Status was changed from: Under Review to Approved > Proposal Created > Status was changed from: Approved to Submitted to Sponsor","Anna Lisa D. Chalfoun > Inna Willis > Vanessa Danielle Simoneau > Farrell Jean Rapp > Thomas Abraham Lentner","7/11/2024 10:33:19 am > 7/1/2024 04:14:51 pm > 6/25/2024 04:19:52 pm > 7/11/2024 11:28:11 am > 6/25/2024 02:37:49 pm > 7/23/2024 08:12:19 am","Submitted by grad student via sponsor portal 07/15/2024",NA,NA,"Grad student micro grant.  IDC prohibited by sponsor.  Supplements / augments other program funding.  Passes pre-award checks.","7/11/2024 10:34:07 am > 7/11/2024 10:34:11 am > 7/11/2024 10:33:19 am > 7/11/2024 11:28:12 am > 7/11/2024 07:26:20 am","Approved > Certified",NA,"2300","0","2300",NA,"Yes",2024-07-23 08:12:19,NA,"FY2025","241107A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,1,0,1,"06/15/2023","06/15/2023"
"25-0359-P0001","Korea Polar Research Institute​ (KOPRI) support for on-going research","Eunsook Park","Under Consideration","Korea Polar Research Institute",NA,"Molecular Biology","12/15/2024","3/31/2024","New",NA,"25-0359","Molecular Biology","Foreign Organizations","Foreign Foundation","12/5/2024 02:44:17 pm","10000","12/16/2024","Korea Polar Research Institute​ (KOPRI) support for on-going research","Status was changed from: Submitted to Sponsor to Under Consideration > Status was changed from: Under Review to Submitted to Sponsor > Status was changed from: Approved to Under Review > Status was changed from: Under Review to Approved > Proposal Created > Status was changed from: In Development to Under Review > Form was edited in 'Under Review' status > Assigned to SP Proposal Administrator: Kayleigh Ann Edgar > Certified","Thomas Abraham Lentner > Kayleigh Ann Edgar > Farrell Jean Rapp > Eunsook Park","1/24/2025 10:20:43 am > 1/24/2025 10:20:28 am > 1/16/2025 11:06:33 am > 1/13/2025 08:44:57 am > 12/5/2024 02:44:16 pm > 1/10/2025 10:25:19 am > 1/21/2025 04:44:34 pm > 12/5/2024 02:50:21 pm > 1/12/2025 09:10:54 pm","Agreement team reviewing > Contract under review\n > The contract is under review with general council and tech transfer.",NA,NA,"Passes pre-award checks.  Foreign agency cleared by compliance.  Draft agreement under review by relevant UW officials.","1/13/2025 08:44:57 am > 1/13/2025 07:07:17 am > 1/10/2025 10:31:58 am > 1/12/2025 09:10:54 pm > 1/13/2025 07:07:22 am","Not Completed > Approved > Certified",NA,"6920","3780","10000",NA,"Yes",2025-01-24 10:20:28,NA,"FY2025","250359A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,1,"06/16/2023","06/16/2023"
"25-0418-P0001","LAGS (Late Arriving Greenland Shrubs): Re-assessing the apparent lags in Holocene shrubification to constrain a warmer, wetter, greener Greenland","Jamie Marie McFarlin","Submitted to Sponsor","National Science Foundation",NA,"Geology & Geophysics","1/1/2026","12/31/2029","New",NA,"25-0418","Geology & Geophysics","U.S. Federal Government",NA,"1/9/2025 11:28:07 am","$635792","1/15/2025","LAGS (Late Arriving Greenland Shrubs): Re-assessing the apparent lags in Holocene shrubification to constrain a warmer, wetter, greener Arctic","Status was changed from: Approved to Submitted to Sponsor > Status was changed from: In Development to Under Review > Status was changed from: Under Review to Approved > Certified > Proposal Created","Kayleigh Ann Edgar > Farrell Jean Rapp > Jamie Marie McFarlin > Bryan Nolan Shuman","1/15/2025 04:24:25 pm > 1/14/2025 02:24:16 pm > 1/15/2025 02:12:17 pm > 1/15/2025 10:17:10 am > 1/15/2025 10:37:29 am > 1/9/2025 11:28:07 am","1/15/25 Submitted to NSF through Research.gov, NSF tracking number is 2519204.",NA,NA,"Passes pre-award checks. NSF Arctic Greenland work.","1/15/2025 11:38:02 am > 1/15/2025 10:37:29 am > 1/15/2025 02:12:17 pm > 1/15/2025 11:38:30 am > 1/15/2025 10:17:10 am > 1/15/2025 02:02:26 pm > 1/14/2025 02:29:23 pm","Approved > Certified",NA,"$460296","$175496","$635792",NA,"Yes",2025-01-15 16:24:25,NA,"FY2025","250418A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,1,0,1,"04/05/2024","04/05/2024"
"24-0510-P0001","LEADing by example: Developing a mentoring program for substance use prevention in Black youths with individuals with lived experiences","Lauren Rose Gilbert","Not Funded","National Institute on Drug Abuse/National Institutes of Health/Department of Health and Human Services",NA,"Kinesiology & Health","7/1/2024","6/30/2029","New",NA,"24-0510","Kinesiology & Health","U.S. Federal Government",NA,"10/24/2023 12:06:36 pm","3499744","11/14/2023","LEADing by example: Developing a dual-phased substance use prevention mentoring program for justice involved Black youths with individuals with lived experiences and workforce development training","Status was changed from: Approved to Submitted to Sponsor > Certified > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: Tashina Lemons > Proposal Created > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded > Status was changed from: Under Review to Approved","Tashina Lemons > Lauren Rose Gilbert > Marissa K. Gannon > Farrell Jean Rapp","11/14/2023 02:14:57 pm > 11/10/2023 08:14:36 am > 11/9/2023 06:09:39 pm > 10/24/2023 12:08:39 pm > 10/24/2023 12:06:36 pm > 2/6/2025 01:55:04 pm > 11/13/2023 04:15:43 pm","Submitted to sponsor 11/14/23 > Not funded",NA,"Not Funded","Approved.","11/10/2023 08:14:36 am > 11/13/2023 02:18:34 pm > 11/13/2023 02:24:16 pm > 11/13/2023 04:15:44 pm > 11/9/2023 06:09:47 pm","Certified > Approved",NA,"2899304","600440","3500000",NA,"Yes",2023-11-14 14:14:57,NA,"FY2024","240510A0001",NA,NA,"College of Health Sciences",0,1,0,0,1,"11/14/2023","11/14/2023"
"24-0708-P0001","LEAPS-MPS: Microwave Spectroscopy of Engineered Triplet Superconductors","Alexander Paul Petrovic","Funded","National Science Foundation",NA,"Physics & Astronomy","10/1/2024","9/30/2026","New",NA,"24-0708","Physics & Astronomy","U.S. Federal Government",NA,"1/17/2024 03:58:09 pm","249559.4","1/25/2024","LEAPS-MPS: Microwave Spectroscopy of Engineered Triplet Superconductors","Assigned to SP Proposal Administrator: Tashina Lemons > Certified > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Under Review to Approved > Status was changed from: In Development to Under Review > Status was changed from: Closed to In Development > Status was changed from: Under Review to In Development > Proposal Created > Status was changed from: Submitted to Sponsor to Funded > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Withdrawn > Status was changed from: Approved to Submitted to Sponsor","Bryce William Howard > Alexander Paul Petrovic > Tashina Lemons > Farrell Jean Rapp","1/19/2024 11:22:25 am > 1/23/2024 04:04:38 pm > 2/28/2024 11:46:14 am > 1/24/2024 09:35:14 am > 1/23/2024 04:00:45 pm > 1/18/2024 12:27:15 am > 2/28/2024 11:44:45 am > 1/19/2024 01:27:51 pm > 1/22/2024 10:00:49 am > 1/17/2024 03:58:09 pm > 7/2/2024 08:14:48 am > 1/18/2024 03:29:21 pm > 2/28/2024 11:44:34 am > 1/25/2024 03:42:36 pm","Proposal previously submitted, updates to proposal form for accurate data retention > updates to proposal form > Additional information needed from PI, routing will begin after reviewed.\n\n > Award received. > Updates needed to proposal form. > Updates to proposal form, resolution just to add comment > submitted to sponsor 1/25/24",NA,NA,NA,"1/23/2024 04:04:38 pm > 1/23/2024 04:10:41 pm > 1/23/2024 04:00:53 pm > 1/24/2024 09:35:14 am > 1/23/2024 04:06:05 pm","Certified > Not Completed > Approved",NA,"190222.1","59337.24","249559.4",NA,"Yes",2024-02-28 11:46:14,"2024-07-02 08:14:48","FY2024","240708A0001",249889,"445MTDC1","College of Engineering & Physical Sciences",1,0,0,0,1,"02/28/2024","02/28/2024"
"24-0032-P0001","LEAPS-MPS: Some Applications of Free Probability and Random Matrix Theory","Ping Zhong","Funded","National Science Foundation",NA,"Mathematics & Statistics","6/1/2023","6/1/2025","New",NA,"24-0032","Mathematics & Statistics","U.S. Federal Government",NA,"7/11/2023 02:59:02 pm","247480","1/26/2023","LEAPS-MPS: Some Applications of Free Probability and Random Matrix Theory","Status was changed from: Submitted to Sponsor to Funded > Certified > Proposal Created > Status was changed from: Closed to In Development > Status was changed from: In Development to Closed. Resolution set to: Withdrawn > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Withdrawn > Status was changed from: In Development to Under Review > Status was changed from: Under Review to Approved > Status was changed from: Approved to Closed. Resolution set to: Withdrawn","Farrell Jean Rapp > Ping Zhong > Bryce Howard > Kasi Smart","8/8/2023 01:25:17 pm > 7/19/2023 03:56:34 pm > 7/11/2023 02:59:02 pm > 7/25/2023 12:00:21 pm > 7/25/2023 12:01:37 pm > 7/25/2023 12:00:10 pm > 7/25/2023 12:01:01 pm > 7/25/2023 12:04:06 pm > 7/25/2023 11:59:38 am > 7/25/2023 12:01:18 pm > 7/19/2023 02:54:52 pm > 7/25/2023 11:04:34 am > 7/25/2023 11:59:17 am","Awarded > edit > Edited to add fiscal contacts > Add dept contact > need to add contact",NA,NA,"Please add Cindy Wood and Megan Barber for WyoCloud access.","7/25/2023 11:59:39 am > 7/25/2023 12:03:48 pm > 7/19/2023 03:50:11 pm > 7/19/2023 03:56:34 pm > 7/25/2023 08:28:50 am > 7/25/2023 12:00:22 pm > 7/25/2023 11:04:34 am > 7/25/2023 10:14:01 am","Cancelled > Approved > Not Yet Active > Certified",NA,"177541","69939","247480",NA,"Yes",2023-07-25 12:04:06,"2023-08-08 13:25:17","FY2024","240032A0001",234480,"445MTDC1","College of Engineering & Physical Sciences",1,0,0,0,1,"07/25/2023","07/25/2023"
"24-0871-P0001","LGBTQ Stress and Eating Study","Lindsay Gillikin","Funded","Psi Chi International Honor Society in Psychology",NA,"Psychology","1/1/2024","12/31/2024","New",NA,"24-0871","Psychology","Non-Profit Organizations",NA,"3/5/2024 01:14:18 pm","1500","10/15/2023","Stress, Affect, and Eating: Testing the Causal Link between Minority Stress and Binge Eating among Sexual and Gender Minority Young Adults","Status was changed from: Submitted to Sponsor to Funded > Certified > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Under Review to Approved > Proposal Created > Status was changed from: In Development to Under Review","John Ruess > Lindsay Gillikin > Courtney Peatross","4/3/2024 08:09:33 am > 3/6/2024 08:01:34 pm > 4/3/2024 08:09:24 am > 3/12/2024 07:43:08 am > 3/5/2024 01:14:17 pm > 3/5/2024 01:41:48 pm","awarded",NA,NA,NA,"3/12/2024 07:43:08 am > 3/6/2024 08:01:34 pm > 3/7/2024 09:29:21 am > 3/8/2024 03:52:31 pm > 3/6/2024 07:48:16 pm > 3/5/2024 01:43:24 pm","Approved > Certified",NA,"1500","0","1500",NA,"Yes",2024-04-03 08:09:24,"2024-04-03 08:09:33","FY2024","240871A0001",NA,NA,"College of Arts & Sciences",1,0,0,0,1,"04/03/2024",NA
"24-0383-P0001","LSRF Postdoctoral Fellowship 2023","Jordan Robert Glass","Not Funded","ADD NEW",NA,"Zoology & Physiology Department","8/1/2024","8/1/2027","Pre-proposal",NA,"24-0383","Zoology & Physiology","Institutions of Higher Education",NA,"9/7/2023 10:37:18 am","216918","9/22/2023","Improving Range-Shift Predictions In Bumble Bees Using Sub-Lethal Thermal Metrics","Status was changed from: In Development to Under Review > Status was changed from: Approved to Submitted to Sponsor > Certified > Proposal Created > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded > Status was changed from: Under Review to Approved","Jordan Robert Glass > Tashina Lemons > Farrell Jean Rapp","9/21/2023 02:58:44 pm > 9/27/2023 09:51:51 am > 9/21/2023 04:12:15 pm > 9/7/2023 10:37:18 am > 1/2/2025 03:53:50 pm > 9/22/2023 11:55:50 am","Submitted to sponsor 9/22/23 > Assuming not funded, as it’s been over 12 months since submission with no updates.",NA,"Not Funded","Pre-award complete > No comments or questions.","9/22/2023 07:01:26 am > 9/21/2023 03:57:09 pm > 9/21/2023 04:20:43 pm > 9/22/2023 11:55:50 am > 9/21/2023 04:12:15 pm","Not Completed > Approved > Certified",NA,"216918","0","216918",NA,"Yes",2023-09-27 09:51:51,NA,"FY2024","240383A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,1,"09/07/2023","09/07/2023"
