"PI Unit","College (Subdivision)","Proposal #","Project Title","PI","Proposal Created Date","Submission Date","Funded Date","Proposal_status","Year","Month"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0348-P0001","Wyoming High Risk Rural Roads Program","Khaled Ksaibati",2023-08-27,"12/4/2023 13:15","4/29/2024 16:00","Funded","2023","August"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0319-P0001","Wyoming Local Technical Assistance Program (LTAP) Center","Khaled Ksaibati",2023-08-21,"10/5/2023 12:54","10/5/2023 12:54","Funded","2023","August"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0140-P0001","Human Machine Interface for Connected Vehicle: Requirements, Development and Assessment-Federal","Mohamed M. Ahmed",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0703-P0001","Eco-friendly High-performance Building Material Development from Coal","Kam Weng Ng",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0517-P0001","Feasibility of Employing AI Computer Vision and Distributed Fiber Optic Sensing for Traffic and Weather Monitoring","Milan Zlatkovic",2023-10-25,"12/4/2023 13:16","4/4/2024 12:00","Funded","2023","October"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0052-P0001","Performance Measures and Independent Evaluation Support - Connected Vehicle Pilot Deployment Program","Mohamed M. Ahmed",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0849-P0001","Non-Vinsol Resin Air Entraining Concrete Admixtures in SD","Kam Weng Ng",2024-02-25,"3/14/2024 7:11",NA,"Not Funded Yet","2024","February"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-1740-P0001","Regional Innovation Engines (Type 1): Hazard Mitigation, Climate Adaptation, and Community Resilience (ATTAIN) in the Everchanglng Northam Mountain West","Kam Weng Ng",2023-06-22,NA,NA,"Not Funded Yet","2023","June"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0319-P0002","Wyoming Local Technical Assistance Program (LTAP) Center","Khaled Ksaibati",2023-10-05,"12/4/2023 13:15","12/5/2023 16:56","Funded","2023","October"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0451-P0001","Managing Performance for Innovative Technology Contracts","Ahmed Fathy Abdelaty Ahmed",2023-09-28,NA,NA,"Not Funded Yet","2023","September"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","25-0337-P0001","Expanding Industrial Markets for Mass Timber through Novel Insulated CLT Panels","Garrett Andrew Tatum",2024-11-21,"12/16/2024 10:53",NA,"Not Funded Yet","2024","November"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0348-P0002","Wyoming High Risk Rural Roads Program","Khaled Ksaibati",2024-09-26,"9/30/2024 8:29","9/30/2024 8:29","Funded","2024","September"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0156-P0001","GREENWASHING ENERGY:            THE STRUCTURAL DETERMINANTS OF POWER PLANTS’ AND WELLSITES’ UNDERREPORTING OF CO2 EMISSIONS","Haibo Zhai",2023-08-11,"8/15/2023 13:01",NA,"Not Funded Yet","2023","August"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0067-P0001","Center for  Transformative Infrastructure Preservation and Sustainability","Khaled Ksaibati",2023-07-18,"8/2/2023 11:39",NA,"Not Funded Yet","2023","July"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0239-P0001","Developing a Prototype System for Establishing Passing and No-Passing Zones of Two-Lane Highways - Federal Portion","Khaled Ksaibati",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0841-P0001","Technology Transfer Program's County Road Inventory Program","Khaled Ksaibati",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0903-P0001","Assessment of Safety and Operation Performances of CFIs and DDIs in Utah","Milan Zlatkovic",2024-03-26,"6/12/2024 13:46",NA,"Not Funded Yet","2024","March"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0397-P0001","Hydrogen Production Water Use Study","Haibo Zhai",2023-09-13,"10/11/2023 9:03",NA,"Not Funded Yet","2023","September"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0792-P0001","Seasonal Snow Water Supply Forecast guided by the Climatic Oscillation using the Non-Gaussian Information Metrics for the Inland Basins","Noriaki Ohara",2024-02-05,NA,"2/9/2024 10:59","Funded","2024","February"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","25-0249-P0001","Cultivating Urban Development: The intersection of Urban Controlled Environment Agriculture, Nutrition Access, Environmental Sustainability, and Job Creation","Liping Wang",2024-10-22,"10/25/2024 9:41",NA,"Not Funded Yet","2024","October"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","25-0036-P0001","SSSBA Marketing & Education","Michael Gary Barker",2024-07-26,"7/30/2024 13:52","8/21/2024 13:42","Funded","2024","July"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0467-P0001","Enhancing Crash Data Reporting to Highway Safety Partners in Wyoming by Utilizing Big Data Analysis and Survey - 80% Federal Funds","Khaled Ksaibati",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0612-P0001","Empowering Greenhouse Resiliency with an Optimized Workforce (E-GROW)","Liping Wang",2023-11-30,"12/4/2023 10:46",NA,"Not Funded Yet","2023","November"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0241-P0001","Connected Autonomous Traffic Signal Control Algorithms for Trucks and Fleet Vehicles","Milan Zlatkovic",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","25-0169-P0001","NSF Engineering Research Center for Sustainable Food Future through Controlled Environment Agriculture","Liping Wang",2024-09-25,NA,NA,"Not Funded Yet","2024","September"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0916-P0001","Systems Engineering for Repowering Existing Coal-Fired Power Plants with Advanced Nuclear Reactors in Wyoming- EDA ACC","Haibo Zhai",2024-04-01,"7/31/2024 8:59",NA,"Not Funded Yet","2024","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","25-0098-P0001","Initiatives and Partnerships Program for Organics Diversion","Anthony Scott Denzer",2024-08-29,"9/13/2024 14:09",NA,"Not Funded Yet","2024","August"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0437-P0001","Enhancing Crash Data Reporting to Highway Safety Partners in Wyoming by Utilizing Big Data Analysis and Survey","Khaled Ksaibati",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0446-P0002","Hazardous Materials Commodity Flow Study 2019-2021","Yu Song",2024-06-26,"9/4/2024 13:00","9/25/2024 16:04","Funded","2024","June"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0436-P0001","A Feasibility Study for Establishing a Regional Road Track Pavement Testing Facility in Wyoming","Khaled Ksaibati",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-1434-P0001","IECM Maintenance Support","Haibo Zhai",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","25-0014-P0001","Expanding seasonal snow applications of L-band InSAR to spring conditions: understanding snowmelt dynamics and its impact on NISAR SWE retrievals","Ryan Webb",2024-07-11,"7/22/2024 18:49",NA,"Not Funded Yet","2024","July"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-1550-P0001","Water Research and Development for Oil and Gas  Produced Water and Coal Combustion Residuals  Wastewater Associated with Coal Power Plants","Jonathan A. Brant",2023-06-02,NA,NA,"Not Funded Yet","2023","June"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-1568-P0001","Snow Water Supply Forecasting","Ryan Webb",2023-06-06,NA,"11/21/2023 8:40","Funded","2023","June"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0662-P0001","Wyoming High Risk Rural Roads Program - 2021","Khaled Ksaibati",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0155-P0001","Risk-based Guideline of Blow-over Warning Sign for High-Profile Light-Weight Vehicle for WYDOT Traveler Information System","Noriaki Ohara",2023-08-10,"8/11/2023 17:11","8/11/2023 17:12","Funded","2023","August"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0635-P0002","Wyoming Technology Transfer Center (T2)","Khaled Ksaibati",2024-11-01,"11/19/2024 8:16","11/19/2024 8:20","Funded","2024","November"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0405-P0001","RESOURCE RECOVERY AND ENVIRONMENTAL PROTECTION IN WYOMINGâ€™S GREATER GREEN RIVER BASIN USING SELECTIVE NANOSTRUCTURED MEMBRANES","Jonathan A. Brant",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0446-P0001","Hazardous Materials Commodity Flow Study 2019-2021","Milan Zlatkovic",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0558-P0001","Methods, Systems, and Devices for Magnetocatalytic Process Intensification","Jonathan A. Brant",2023-11-10,"12/6/2023 9:02","3/5/2024 16:05","Funded","2023","November"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0503-P0001","Project Management Institute - Title TBD","Ahmed Fathy Abdelaty Ahmed",2023-10-23,NA,NA,"Not Funded Yet","2023","October"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0074-P0001","Resilient, Equitable, and Sustainable Environment through Transportation (RESET)","Milan Zlatkovic",2023-07-19,"8/2/2023 11:34",NA,"Not Funded Yet","2023","July"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","23-0469-P0001","Improving Design and Construction of Transportation Infrastructure through Bedrock Characterization- 80% Federal Funds","Kam Weng Ng",2023-04-27,NA,NA,"Funded","2023","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","25-0108-P0001","Enhancing High Tunnel Utility in the High Plains","Liping Wang",2024-09-04,"9/5/2024 15:03",NA,"Not Funded Yet","2024","September"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0921-P0001","HRRR 2024","Khaled Ksaibati",2024-04-03,NA,NA,"Not Funded Yet","2024","April"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0006-P0001","CAREER: Defining the Role of Snow in Storing and Transmitting Liquid Water  to Generate Streamflow","Ryan Webb",2023-07-06,"8/17/2023 16:24",NA,"Funded","2023","July"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0149-P0001","Wyoming T2 2023","Khaled Ksaibati",2023-08-09,"8/11/2023 13:26","8/11/2023 13:26","Funded","2023","August"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0446-P0001","REU Site: Controlled Environment Agriculture (CEAfREU)","Liping Wang",2023-09-26,"2/28/2024 13:17","1/2/2025 15:55","Funded","2023","September"
"Civil & Architectural Engineering & Construction Management","College of Engineering & Physical Sciences","24-0552-P0001","REDUCING THE ENERGY CONSUMPTION OF INLAND DESALINATION SYSTEMS WITH MAGNETICALLY ASSISTED REVERSE OSMOSIS","Jonathan A. Brant",2023-11-07,"11/14/2023 14:14",NA,"Not Funded Yet","2023","November"
