"Project Title","Proposal #","PI Unit","College (Subdivision)","PI","Proposal Created Date","Submission Date","Funded Date","Proposal_status","Year","Month","Status","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","Obligated Amount in Award Data","Total Expected Amount in Award Data","Direct Costs in Award Data","expected direct in Award Data","expected indirect in Award Data","Indirect Costs in Award Data","Total Project Cost in Award Data"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","45000","45000",33582,"33582","11418",11418,"65000"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","65000","65000",48507.46,"48507.46","16492.54",16492.54,"65000"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","200000",NA,NA,NA,NA,NA,NA
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","85000","85000",63432.84,"63432.84","21567.16",21567.16,"85000"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","85000","85000",63432.84,"63432.84","21567.16",21567.16,"85000"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","85000","85000",63432.84,"63432.84","21567.16",21567.16,"85000"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","85000","85000",63432.84,"63432.84","21567.16",21567.16,"85000"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","45000","45000",33582,"33582","11418",11418,"65000"
"New Mexico 1815 Diabetes Prevention and Control Program (DPCP) and Heart Disease and Stroke Prevention Program (HDSPP)","23-0861-P0004","Wyoming Survey & Analysis Center","Research","Humphrey John Costello",2024-05-24,"6/26/2024 10:04","8/19/2024 12:40","Funded","2024","May","Funded","85000","63432.84","21567.16","85000","65000","65000",48507.46,"48507.46","16492.54",16492.54,"65000"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","$110000.00","$82089.55","$27910.45","$110000.00","102473","102472.89",76472,"76472.3","26000.58",26001,"102473"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","$110000.00","$82089.55","$27910.45","$110000.00","27500","27500",20522,"20522","6978",6978,"$110000.00"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","$110000.00","$82089.55","$27910.45","$110000.00","27500","27500",20522,"20522","6978",6978,"$110000.00"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","$110000.00","$82089.55","$27910.45","$110000.00","51236","51236",38236,"38236","13000",13000,"51236"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","$110000.00","$82089.55","$27910.45","$110000.00","51237","51237",38237,"38237","13000",13000,"51237"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","$110000.00","$82089.55","$27910.45","$110000.00","102473","102472.89",76472,"76472.3","26000.58",26001,"102473"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","$110000.00","$82089.55","$27910.45","$110000.00","27500","27500",20522,"20522","6978",6978,"$110000.00"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","102473","76472","26001","102473","102473","102472.89",76472,"76472.3","26000.58",26001,"102473"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","102473","76472","26001","102473","27500","27500",20522,"20522","6978",6978,"$110000.00"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","102473","76472","26001","102473","27500","27500",20522,"20522","6978",6978,"$110000.00"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","102473","76472","26001","102473","51236","51236",38236,"38236","13000",13000,"51236"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","102473","76472","26001","102473","51237","51237",38237,"38237","13000",13000,"51237"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","102473","76472","26001","102473","102473","102472.89",76472,"76472.3","26000.58",26001,"102473"
"North Dakota Chronic Disease Evaluation","23-1743-P0002","Wyoming Survey & Analysis Center","Research","Laran Henry Despain",2024-06-14,"6/26/2024 9:48","6/26/2024 9:49","Funded","2024","June","Funded","102473","76472","26001","102473","27500","27500",20522,"20522","6978",6978,"$110000.00"
"North Fork Tincup Creek Process-Based Restoration Project Phase 2","24-1065-P0001","Haub School of Environment & Natural Resources","Haub School of Environment & Natural Resources","Tyler Joe Carroll",2024-06-03,"6/25/2024 12:15","9/12/2024 10:14","Funded","2024","June","Funded","15000","14286","714","15000","15000","15000",14286,"14286","714",714,"15000"
"NPS Black Hills Pollinators","24-0852-P0001","Wyo Natural Diversity Database","Research","Lusha Marguerite Tronstad",2024-02-26,"2/29/2024 11:51","5/13/2024 10:55","Funded","2024","February","Funded","475000","409117","65883","475000","175000","175000",150557,"150557","24443",24443,NA
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","15000","15000",15000,"15000","0",0,"15000"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","15000","15000","0","15000","15000","15000",15000,"15000","0",0,"15000"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","15000","15000","0","15000","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","15000","15000","0","15000","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","15000","15000","0","15000","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","15000","15000",15000,"15000","0",0,"15000"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Operation and Maintenance of the Wyoming State Seed Laboratory","23-1851-P0002","Agricultural Experiment Station","College of Agriculture, Life Sciences & Natural Resources","Eric P Webster",2024-05-17,NA,"7/9/2024 13:30","Funded","2024","May","Funded","312677.5","312677.5","0","312677.5","312677.5","312677.5",312677.5,"312677.5","0",0,"312677.5"
"Oro-Agri PREC 2024 Bean, Corn,  Sugar Beet","24-1024-P0001","Plant Sciences","College of Agriculture, Life Sciences & Natural Resources","James J. Heitholt",2024-05-14,"5/29/2024 10:57","9/27/2024 14:54","Funded","2024","May","Funded","19000","17272","1728","19000","19000","19000",17272,"17272","1728",1728,"19000"
"Outride Biking Grant","25-0112-P0001","Kinesiology & Health","College of Health Sciences","Kelly L. Simonton",2024-09-05,"9/25/2024 12:56","10/8/2024 7:25","Funded","2024","September","Funded","9020","8200","820","9020","9020","9020",8200,"8200","820",820,"9020"
"Parasites and Bumble Bee Conservation in Northwestern Wyoming","24-0758-P0001","Zoology & Physiology","College of Agriculture, Life Sciences & Natural Resources","Amy Marie Storey",2024-01-26,NA,"6/11/2024 11:35","Funded","2024","January","Funded","4773.25","4773.25","0","4773.25","4773","4773",4773,"4773","0",0,"4773"
"Partnering for Progress:  Stakeholder Insights intoIndustrial Carbon Strategies","25-0389-P0001","School of Energy Resources Directors Office","School of Energy Resources","Autumn Eakin",2024-12-20,NA,NA,"Approved","2024","December","Approved","$54356.36","$47266.40","7089.96","$54356.36","54356.36","54356.36",47266.4,"47266.4","7089.96",7089.96,"$54356.36"
"Pesticide Safety Education Program FY24/25","24-1091-P0001","UW Extension","College of Agriculture, Life Sciences & Natural Resources","Jeffrey Michael Edwards",2024-06-19,"7/3/2024 9:26","7/3/2024 15:43","Funded","2024","June","Funded","185000","185000","0","185000","185000","185000",185000,"185000","0",0,"185000"
"Pilot Hill/Pole Mountain Connector Trail","24-1064-P0001","Haub School of Environment & Natural Resources","Haub School of Environment & Natural Resources","Tyler Joe Carroll",2024-06-03,"6/25/2024 12:15","8/16/2024 8:29","Funded","2024","June","Funded","15000","14285","715","15000","15000","15000",14286,"14286","714",714,"15000"
"Plant Species Verification and Checklists for Northern Great Plains Parks","23-0066-P0002","Wyo Natural Diversity Database","Research","Bonnie L Heidel",2024-06-03,"7/18/2024 9:31","7/18/2024 9:31","Funded","2024","June","Funded",NA,NA,NA,NA,"129493.23","129493.23",110207,"110207","19286.23",19286.23,"129493"
"Plant Species Verification and Checklists for Northern Great Plains Parks","23-0066-P0002","Wyo Natural Diversity Database","Research","Bonnie L Heidel",2024-06-03,"7/18/2024 9:31","7/18/2024 9:31","Funded","2024","June","Funded",NA,NA,NA,NA,"167873.61",NA,NA,NA,NA,NA,NA
"Plant Species Verification and Checklists for Northern Great Plains Parks","23-0066-P0002","Wyo Natural Diversity Database","Research","Bonnie L Heidel",2024-06-03,"7/18/2024 9:31","7/18/2024 9:31","Funded","2024","June","Funded","129493","110207","19286","129493","129493.23","129493.23",110207,"110207","19286.23",19286.23,"129493"
"Plant Species Verification and Checklists for Northern Great Plains Parks","23-0066-P0002","Wyo Natural Diversity Database","Research","Bonnie L Heidel",2024-06-03,"7/18/2024 9:31","7/18/2024 9:31","Funded","2024","June","Funded","129493","110207","19286","129493","167873.61",NA,NA,NA,NA,NA,NA
"Pollinators at Fossil Buttes","24-0794-P0001","Wyo Natural Diversity Database","Research","Lusha Marguerite Tronstad",2024-02-05,"2/27/2024 8:35","4/2/2024 12:13","Funded","2024","February","Funded","149590","131493","18097","146365.32","146365.32","146365.32",128617.29,"128617.29","17748.03",17748.03,"146365.32"
"Post - Secondary Program Planning and Collaboration","24-0598-P0002","Wyoming Institute for Disabilities WIND","College of Health Sciences","Canyon Leigh Hardesty",2024-09-25,"10/15/2024 15:07","11/21/2024 12:17","Funded","2024","September","Funded","43500","40227","3222","58000","44310","44310",41028,"41028","3282",3282,"59080"
"Post - Secondary Program Planning and Collaboration","24-0598-P0002","Wyoming Institute for Disabilities WIND","College of Health Sciences","Canyon Leigh Hardesty",2024-09-25,"10/15/2024 15:07","11/21/2024 12:17","Funded","2024","September","Funded","43500","40227","3222","58000","43500","43500",40278,"40278","3222",3222,"58000"
