Award #,PI,Project Title,Sponsor,Prime Sponsor,Instrument Type,Award Start Date,Award End Date,Admin Unit,Obligated Amount,Project #,Total Expected Amount,Anticipated Amount,Status,Created Date,Award Type,Increment Amount,PI Unit,Modification Number,Modification Type,Modification Date,Modified By,activity type,Admin Unit Primary Code,Award Amount,Award Id,Award Title,college,Direct Costs,expected direct,expected indirect,full proposal title,History Action,History Action By,History Action Date,History Comment,Prime Sponsor Org Type,Prime Sponsor Primary Code,proposal type,proposal type if other,Routing Comment,Routing Date,Routing Status,Sponsor Org Type,sponsor type,sponsor type if other,Total Project Cost
24-0319-A0002,Khaled Ksaibati,Wyoming Local Technical Assistance Program (LTAP) Center,Wyoming Department of Transportation,Federal Highway Administration/Department of Transportation,,1/16/2024,10/15/2025,Civil & Architectural Engineering & Construction Management,90000,24-0319,90000,,Active,12/5/2023 16:56,,,Civil & Architectural Engineering & Construction Management,0,Original Award,,,Applied Research,3.00E+14,,404513ca-9614-461a-9f24-0225cd47d7c6,,Engineering & Physical Sciences,75000,,,Wyoming Local Technical Assistance Center  2023 - Additional Funding,Award Created,Farrell Jean Rapp,12/5/2023 16:56,,,01-FHA,Non-Competing Continuation,,,,,,Wyoming State Governmental Entities,,120000
24-0319-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kasi Smart,2/5/2024 16:12,,,,,,,,,,,,
24-0319-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kasi Smart,2/5/2024 16:12,,,,,,,,,,,,
24-0319-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kasi Smart,2/5/2024 16:13,NTP as of 01/16/2024,,,,,,,,,,,
25-0254-A0001,Todd L. Cherry,RAPID: Examining Recency of 2024 Wildfire Season Exposures as an Antidote to the Intangibility of Public Policy Dilemma,National Science Foundation,,,11/1/2024,1/31/2025,Economics,40000,25-0254,40000,,Active,11/19/2024 16:27,,,Economics,0,Original Award,,,Applied Research,3.00E+14,,405fe32b-c68f-473f-a474-007ccb406a25,,Business,27682,27682,12318,RAPID: Examining Recency of 2024 Wildfire Season Exposures as an Antidote to the Intangibility of Public Policy Dilemma,Award Created,Farrell Jean Rapp,11/19/2024 16:27,,,,New,,,,,,U.S. Federal Government,,187476
25-0254-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Hargis Stockdale,11/20/2024 12:39,,,,,,,,,,,,
25-0254-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,11/20/2024 12:39,,,,,,,,,,,,
25-0254-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Hargis Stockdale,11/20/2024 12:39,Set up on Pre-Award Spending. ,,,,,,,,,,,
23-0638-A0001-0,Mark D. Andersen,Updated SGCN Distribution Maps for the 2022 State Wildlife Action Plan,Wyoming Game and Fish Department,Wyoming Game and Fish Department,,10/28/2020,6/30/2024,Wyo Natural Diversity Database,63000,23-0638,,,Active,4/24/2023 18:55,,,Wyo Natural Diversity Database,0,Original Award,,,,3.00E+14,,406c3a41-ff3d-4d5f-8eef-20517a584e13,,,,,,Updated SGCN Distribution Maps for the 2022 State Wildlife Action Plan,,,,,,02-WGAFD,,,,,,,,,
23-0638-A0001-1,Ian M. Abernethy,Updated SGCN Distribution Maps for the 2022 State Wildlife Action Plan,Wyoming Game and Fish Department,Wyoming Game and Fish Department,,10/28/2020,6/30/2024,Wyo Natural Diversity Database,63000,23-0638,,,Active,7/11/2023 10:37,,,Wyo Natural Diversity Database,1,Key Personnel Change,7/11/2023,Kasi Smart,Other Sponsored Activity,3.00E+14,,406c3a41-ff3d-4d5f-8eef-20517a584e13,,,,,,Updated SGCN Distribution Maps for the 2022 State Wildlife Action Plan,,,,,,02-WGAFD,,,,,,,Wyoming State Governmental Entities,,
23-0638-A0001-2,Ian M. Abernethy,Updated SGCN Distribution Maps for the 2022 State Wildlife Action Plan,Wyoming Game and Fish Department,Wyoming Game and Fish Department,,10/28/2020,6/30/2024,Wyo Natural Diversity Database,63000,23-0638,63000,,In Closeout,2/15/2024 13:48,,,Wyo Natural Diversity Database,2,Sponsor Approved No Cost Extension,2/15/2024,Courtney Peatross,Other Sponsored Activity,3.00E+14,,406c3a41-ff3d-4d5f-8eef-20517a584e13,,,56700,56700,6300,Updated SGCN Distribution Maps for the 2022 State Wildlife Action Plan,Award Created,Legacy Loader,4/24/2023 18:55,,,02-WGAFD,,,,,,,Wyoming State Governmental Entities,,63000
23-0638-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:55,Status set by bulk loader,,,,,,,,,,,
23-0638-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Key Personnel Change,Kasi Smart,7/12/2023 12:24,PI change from Mark Andersen to Ian Abernethy.,,,,,,,,,,,
23-0638-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Courtney Peatross,2/16/2024 11:13,Sponsored Approved NCE through 06/30/2025.,,,,,,,,,,,
23-0638-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 15:29,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-0280-A0001,Richard Arthur Horner,Use of CCTI Pristine (TM) Technology Solution for the Beneficiation of Wyoming PRB Coal,"Clean Coal Technologies, Inc.","Clean Coal Technologies, Inc.",,5/1/2019,6/30/2023,School of Energy Resources Directors Office,1000000,23-0280,,,In Closeout,4/24/2023 18:33,,,School of Energy Resources Directors Office,0,Original Award,,,,3.00E+14,,4070b696-0b77-4952-8866-ba0e5451e0c3,,,,,,Use of CCTI Pristine (TM) Technology Solution for the Beneficiation of Wyoming PRB Coal,Award Created,Legacy Loader,4/24/2023 18:33,,,05-CCTI,,,,,,,,,
23-0280-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:34,Status set by bulk loader,,,,,,,,,,,
23-0280-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 15:30,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
24-0333-A0001-0,Tyler Joe Carroll,Natrona County ,"Natrona County, Wyoming","Natrona County, Wyoming",,1/11/2023,12/1/2023,Haub School of Environment & Natural Resources,15000,24-0333,15000,,Active,1/12/2024 6:49,,,Haub School of Environment & Natural Resources,0,Original Award,,,Other Sponsored Activity,3.00E+14,,407c2c63-29db-47dd-b585-fbbbb9edffdf,,Haub School of Environmental & Natural Resources,14286,14286,714,Bridle Trail Rehab,,,,,,03-NTRNA,New,,,,,,Wyoming State Governmental Entities,,15000
24-0333-A0001-1,Tyler Joe Carroll,Natrona County ,"Natrona County, Wyoming","Natrona County, Wyoming",,8/7/2023,4/1/2024,Haub School of Environment & Natural Resources,15000,24-0333,15000,,In Closeout,2/22/2024 16:09,,,Haub School of Environment & Natural Resources,1,Sponsor Approved No Cost Extension,2/22/2024,Kristi Hargis Stockdale,Other Sponsored Activity,3.00E+14,,407c2c63-29db-47dd-b585-fbbbb9edffdf,,Haub School of Environmental & Natural Resources,14286,14286,714,Bridle Trail Rehab,Award Created,Kristi Stockdale,1/12/2024 6:49,,,03-NTRNA,New,,,,,,Wyoming State Governmental Entities,,15000
24-0333-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Stockdale,1/16/2024 7:16,,,,,,,,,,,,
24-0333-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Stockdale,1/16/2024 7:16,,,,,,,,,,,,
24-0333-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Stockdale,1/16/2024 7:16,Funded.,,,,,,,,,,,
24-0333-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Kristi Hargis Stockdale,2/22/2024 16:12,Change of start date and end date.  ,,,,,,,,,,,
24-0333-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/11/2024 15:25,Recieved closeout ticket from OSP but need final report prior to fully closing this record.,,,,,,,,,,,
24-0333-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Closeout to Closed. Resolution set to: Complete,Bryce William Howard,9/13/2024 14:14,Final report has been attached to the award record. It is now ready to be closed in the system.,,,,,,,,,,,
24-0333-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Closed to In Closeout,Bryce William Howard,9/16/2024 15:30,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-0681-A0001,Antony R. Bergantino,Water Resources Data System [WRDS] 2021-2022,Wyoming Water Development Office,Wyoming Water Development Office,,1/1/2021,6/30/2023,Atmospheric Science,636190,23-0681,,,In Closeout,4/24/2023 18:57,,,Atmospheric Science,0,Original Award,,,,3.00E+14,,408dd961-42b9-4cff-b814-992930246a30,,,,,,Water Resources Data System [WRDS] 2021-2022,Award Created,Legacy Loader,4/24/2023 18:57,,,02-WWDO,,,,,,,Wyoming State Governmental Entities,,
23-0681-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:57,Status set by bulk loader,,,,,,,,,,,
23-0681-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 15:31,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-0250-A0001,Ramesh Sivanpillai,StateView Program Development and Operations for the State of Wyoming,"America View, Inc.",U.S. Geological Survey/Department of the Interior,,9/18/2018,9/17/2023,Wyoming Geographic Information Science Center,117095.72,23-0250,,,In Closeout,4/24/2023 18:31,,,Wyoming Geographic Information Science Center,0,Original Award,,,,3.00E+14,,4096d43a-1749-43af-9ba9-94214c33d956,,,,,,StateView Program Development and Operations for the State of Wyoming,Award Created,Legacy Loader,4/24/2023 18:31,,,01-USGS,,,,,,Non-Profit,,,
23-0250-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:32,Status set by bulk loader,,,,,,,,,,,
23-0250-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/16/2024 15:31,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
24-0413-A0001-0,Elliott B. Hulley,Collaborative: CAS-SC: Investigating the mild ligand-based oxidative dissolution of e-waste metals and their reductive recovery,National Science Foundation,National Science Foundation,,8/1/2024,10/31/2024,Chemistry,21834,24-0413,,,Active,7/26/2024 15:40,,,Chemistry,0,Original Award,,,Basic Research,3.00E+14,,41019e5a-31b2-4173-b7c1-6b12eec98df6,,Engineering & Physical Sciences,15110,,,Collaborative: CAS-SC: Investigating the mild ligand-based oxidative dissolution of e-waste metals and their reductive recovery,,,,,,01-NSF,New,,,,,,U.S. Federal Government,,131914
24-0413-A0001-1,Elliott B. Hulley,Collaborative: CAS-SC: Investigating the mild ligand-based oxidative dissolution of e-waste metals and their reductive recovery,National Science Foundation,National Science Foundation,,8/15/2024,7/31/2028,Chemistry,131914,24-0413,131914,,Active,8/2/2024 13:56,,,Chemistry,1,Pre-Award Spending Removal,8/2/2024,Farrell Jean Rapp,Basic Research,3.00E+14,,41019e5a-31b2-4173-b7c1-6b12eec98df6,,Engineering & Physical Sciences,97991,97991,33923,Collaborative: CAS-SC: Investigating the Mild Ligand-based Oidative Dissolution of E-waste Metals and Their Reductive Recovery,,,,,,01-NSF,New,,,,,,U.S. Federal Government,,131914
24-0413-A0001-2,Elliott B. Hulley,Collaborative: CAS-SC: Investigating the mild ligand-based oxidative dissolution of e-waste metals and their reductive recovery,National Science Foundation,National Science Foundation,,8/15/2024,7/31/2027,Chemistry,131914,24-0413,131914,,Active,9/6/2024 11:46,,,Chemistry,2,Administrative Change,9/6/2024,Farrell Jean Rapp,Basic Research,3.00E+14,,41019e5a-31b2-4173-b7c1-6b12eec98df6,,Engineering & Physical Sciences,97991,97991,33923,Collaborative: CAS-SC: Investigating the Mild Ligand-based Oidative Dissolution of E-waste Metals and Their Reductive Recovery,Award Created,Farrell Jean Rapp,7/26/2024 15:40,,,01-NSF,New,,,,,,U.S. Federal Government,,131914
24-0413-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Farrell Jean Rapp,7/26/2024 16:23,,,,,,,,,,,,
24-0413-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Farrell Jean Rapp,7/26/2024 16:23,,,,,,,,,,,,
24-0413-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Farrell Jean Rapp,7/26/2024 16:23,Pre-Award Spending Approval,,,,,,,,,,,
24-0413-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Pre-Award Spending Removal,Farrell Jean Rapp,8/2/2024 14:01,"Award Rec'd. $131,914",,,,,,,,,,,
24-0413-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Administrative Change,Farrell Jean Rapp,9/6/2024 11:48,Amendment 0001 Corrects start and end dates on award. ,,,,,,,,,,,
23-0247-A0001,Xiaohong Liu,The DOE Exascale System Model ‚Äì NGD Phase 2: Atmospheric Physics Development ‚ÄúAerosol and Dust Physics‚Ä?,"Lawrence Livermore National Laboratory/Lawrence Livermore National Security, LLC/Battelle Memorial Institute",,,12/19/2018,12/31/2021,Atmospheric Science,2810.85,23-0247,,,Closed,4/24/2023 18:31,,,Atmospheric Science,0,Original Award,,,,3.00E+14,,411cf3a7-b53a-4360-8b97-bfe226f907ac,,,,,,The DOE Exascale System Model ‚Äì NGD Phase 2: Atmospheric Physics Development ‚ÄúAerosol and Dust Physics‚Ä?,Award Created,Legacy Loader,4/24/2023 18:31,,,,,,,,,,,,
23-0247-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Closed. Resolution set to: Admin Closed,Legacy Loader,4/24/2023 18:31,Status set by bulk loader,,,,,,,,,,,
23-1555-A0001-0,Lusha Marguerite Tronstad,The Status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipies) in Wyoming ,Bureau of Land Management/Department of the Interior,Bureau of Land Management/Department of the Interior,,10/1/2023,9/30/2025,Wyo Natural Diversity Database,60000,23-1555,60000,,Active,9/4/2023 13:05,,,Wyo Natural Diversity Database,0,Original Award,,,Applied Research,3.00E+14,,4145dd93-f8d0-40ba-a8f2-317183ca0946,,Research & Economic Development,52558.71,52558.71,7441.29,The status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipes) in Wyoming ,,,,,,01-BLM,New,,,,,,U.S. Federal Government,,60000
23-1555-A0001-1,Lusha Marguerite Tronstad,The Status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipies) in Wyoming ,Bureau of Land Management/Department of the Interior,Bureau of Land Management/Department of the Interior,,10/1/2023,9/30/2025,Wyo Natural Diversity Database,60000,23-1555,60000,,Active,9/4/2023 13:11,,,Wyo Natural Diversity Database,1,Administrative Change,9/4/2023,Farrell Jean Rapp,Applied Research,3.00E+14,,4145dd93-f8d0-40ba-a8f2-317183ca0946,,Research & Economic Development,52558.71,52558.71,7441.29,The status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipes) in Wyoming ,,,,,,01-BLM,New,,,,,,U.S. Federal Government,,60000
23-1555-A0001-2,Lusha Marguerite Tronstad,The Status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipies) in Wyoming ,Bureau of Land Management/Department of the Interior,Bureau of Land Management/Department of the Interior,,10/1/2023,9/30/2025,Wyo Natural Diversity Database,60000,23-1555,60000,,Active,9/4/2023 14:33,,,Wyo Natural Diversity Database,2,Internal Change ONLY,9/4/2023,Farrell Jean Rapp,Applied Research,3.00E+14,,4145dd93-f8d0-40ba-a8f2-317183ca0946,,Research & Economic Development,52558.71,52558.71,7441.29,The status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipes) in Wyoming | 2023-2025,,,,,,01-BLM,New,,,,,,U.S. Federal Government,,60000
23-1555-A0001-3,Lusha Marguerite Tronstad,The Status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipies) in Wyoming ,Bureau of Land Management/Department of the Interior,Bureau of Land Management/Department of the Interior,,10/1/2023,9/30/2025,Wyo Natural Diversity Database,60000,23-1555,60000,,Active,1/7/2025 16:39,,,Wyo Natural Diversity Database,3,Administrative Change,1/7/2025,Farrell Jean Rapp,Applied Research,3.00E+14,,4145dd93-f8d0-40ba-a8f2-317183ca0946,,Research & Economic Development,52558.71,52558.71,7441.29,The status and distribution of the Narrow-footed Hygrotus Diving Beetle (Hygrotus diversipes) in Wyoming | 2023-2025,Award Created,Farrell Jean Rapp,9/4/2023 13:05,,,01-BLM,New,,,,,,U.S. Federal Government,,60000
23-1555-A0001-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Farrell Jean Rapp,9/4/2023 13:10,,,,,,,,,,,,
23-1555-A0001-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Farrell Jean Rapp,9/4/2023 13:10,,,,,,,,,,,,
23-1555-A0001-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Farrell Jean Rapp,9/4/2023 13:10,Awarded,,,,,,,,,,,
23-1555-A0001-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Administrative Change,Farrell Jean Rapp,9/4/2023 13:12,Change in PO. ,,,,,,,,,,,
23-1555-A0001-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Internal Change ONLY,Farrell Jean Rapp,9/4/2023 14:34,Updating title to be a unique title for WyoCloud integration. ,,,,,,,,,,,
23-1555-A0001-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Administrative Change,Farrell Jean Rapp,1/7/2025 16:40,Amendment 02. Changes PO. ,,,,,,,,,,,
23-1280-A0001-0,Andrew R. Kniss,Weed Science Research in Agronomic Crops 2022,"Syngenta Crop Protection, LLC","Syngenta Crop Protection, LLC",,4/1/2022,3/31/2027,Plant Sciences,6000,23-1280,,,Active,4/24/2023 19:31,,,Plant Sciences,0,Original Award,,,Applied Research,3.00E+14,,4148e97d-2b79-4c69-a254-6c134aceb118,,,,,,Weed Science Research in Agronomic Crops 2022,,,,,,05-SYNGENTA,,,,,,,Industry,,
23-1280-A0001-1,Andrew R. Kniss,Weed Science Research in Agronomic Crops 2022,"Syngenta Crop Protection, LLC","Syngenta Crop Protection, LLC",,4/1/2022,3/31/2027,Plant Sciences,18150,23-1280,18150,,Active,9/7/2023 10:11,,,Plant Sciences,1,New Funding Increment,9/7/2023,Kristi Stockdale,Applied Research,3.00E+14,,4148e97d-2b79-4c69-a254-6c134aceb118,,"Agriculture, Life Sciences,  & Natural Resources",15864.29,15864.29,2285.71,Weed Science Research in Agronomic Crops 2022,,,,,,05-SYNGENTA,New,,,,,,Industry,,18150
23-1280-A0001-2,Andrew R. Kniss,Weed Science Research in Agronomic Crops 2022,"Syngenta Crop Protection, LLC","Syngenta Crop Protection, LLC",,4/1/2022,3/31/2027,Plant Sciences,23650,23-1280,23650,,Active,8/28/2024 9:03,,,Plant Sciences,2,New Funding Increment,8/28/2024,Kristi Hargis Stockdale,Applied Research,3.00E+14,,4148e97d-2b79-4c69-a254-6c134aceb118,,"Agriculture, Life Sciences,  & Natural Resources",21102.39,21102.39,2547.61,Weed Science Research in Agronomic Crops 2022,Award Created,Legacy Loader,4/24/2023 19:31,,,05-SYNGENTA,New,,,,,,Industry,,23650
23-1280-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:31,Status set by bulk loader,,,,,,,,,,,
23-1280-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: New Funding Increment,Kristi Stockdale,9/8/2023 6:59,"New funding in the amount of $12,150.",,,,,,,,,,,
23-1280-A0001-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: New Funding Increment,Kristi Hargis Stockdale,8/28/2024 9:11,New funding increment of $5500,,,,,,,,,,,
23-0079-A0001,Matthew Kauffman,"Evaluating Moose Demography, Habitat Use, and Browsing Interactions in the Bighorn Mountains, Wyoming",Wyoming Game and Fish Department,U.S. Fish & Wildlife Service/Department of the Interior,,1/1/2017,6/30/2025,Wyoming Coop Unit,660420,23-0079,,,Active,4/24/2023 18:22,,,Wyoming Coop Unit,0,Original Award,,,,3.00E+14,,4166b62d-dc36-4e69-87f7-26100c2e6922,,,,,,"Evaluating Moose Demography, Habitat Use, and Browsing Interactions in the Bighorn Mountains, Wyoming",Award Created,Legacy Loader,4/24/2023 18:22,,,01-USFWS,,,,,,,,,
