"Proposal #","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Project #","Created Date","Total Sponsor Costs","Sponsor Deadline","add new prime sponsor","add new sponsor","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Proposal Id","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Closed","Funded","Not Submitted to Sponsor","Submitted to Sponsor","In Development","Under Consideration","Under Review","Approved","Total_submitted_to_sponsor"
"25-0021-P0001","NASA ROSES-2024 A.28 Remote Sensing Theory","Masanori Saito","Atmospheric Science","Submitted to Sponsor","National Aeronautics and Space Administration",NA,"Atmospheric Science","6/16/2025","6/15/2027","New","25-0021",2024-07-16 12:40:00,"387175","9/16/2024 12:00:00 AM",NA,NA,"The development and validation of a radiative correction method for the cloud 3D effects for passive cloud remote sensing","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Masanori Saito > Inna Willis > John Ruess > Farrell Jean Rapp > Kayleigh Ann Edgar","7/16/2024 12:40:07 PM > 8/1/2024 01:30:20 PM > 9/10/2024 09:01:17 AM > 9/10/2024 01:29:54 PM > 9/10/2024 01:31:53 PM > 9/10/2024 01:32:29 PM > 9/10/2024 04:18:04 PM > 9/16/2024 01:25:58 PM","edit total > 9/16/24 Submitted to NASA via NSPIRES (Proposal # 24-RST24-0074 in NSPIRES)",NA,"f978bcb5-0af9-4faa-af14-c3e19fc278e4",NA,NA,"9/10/2024 01:32:03 PM > 9/10/2024 01:32:29 PM > 9/10/2024 02:55:23 PM > 9/10/2024 02:51:02 PM > 9/10/2024 04:18:04 PM","Approved > Certified",NA,"250959","136216","387216",NA,"Yes","387175","250959","136216","387216","FY2025","250021A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"24-1077-P0001","NASA USPI 2024","Masanori Saito",NA,"Submitted to Sponsor","National Aeronautics and Space Administration",NA,"Atmospheric Science","1/19/2025","1/18/2030","New","24-1077",2024-06-10 11:12:00,"574703","7/19/2024 12:00:00 AM",NA,NA,"Developing a physics-based remote sensing algorithm for characterizing aerosol species and optical properties using a state-of-the-art triplewavelength Raman lidar in support of the CALIGOLA mission","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Masanori Saito > Inna Willis > John Ruess > Farrell Jean Rapp","6/10/2024 11:12:12 AM > 6/13/2024 04:07:17 PM > 7/16/2024 12:27:49 PM > 7/16/2024 03:04:11 PM > 7/16/2024 03:24:31 PM > 7/16/2024 03:27:42 PM > 7/16/2024 03:28:48 PM > 7/16/2024 03:29:22 PM > 7/17/2024 01:52:17 PM > 7/19/2024 03:25:11 PM > 1/8/2025 09:40:13 AM","edits, see email > edit amounts > submitted > Per status in NSPIRES.",NA,"bd8f3546-d320-42e0-b8c9-37852fb842e8","Not Funded",NA,"7/16/2024 03:28:57 PM > 7/16/2024 03:29:22 PM > 7/17/2024 08:35:11 AM > 7/17/2024 01:52:17 PM","Approved > Certified",NA,"415867","158836","574703",NA,"Yes","574703","415867","158836","574703","FY2024","241077A0001",NA,NA,NA,0,0,0,1,0,0,0,0,1
"25-0446-P0001","NSF Future Manufacturing proposal","Ankit Saxena","Mechanical Engineering","In Development","National Science Foundation",NA,"Mechanical Engineering",NA,NA,"New","25-0446",2025-01-16 12:57:00,NA,"6/18/2025 12:00:00 AM",NA,NA,NA,"Proposal Created > Assigned to SP Proposal Administrator: Janissa Marie Analissia Martinez","Ankit Saxena > Kayleigh Ann Edgar","1/16/2025 12:57:53 PM > 1/31/2025 12:50:26 PM",NA,NA,"90d3287f-8fec-4afc-9908-8b8a4ffd4e1e",NA,NA,NA,"Not Yet Active",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2025","250446A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,0,1,0,0,0,0
"25-0190-P0001","NSF RII FEC","Ankit Saxena","Mechanical Engineering","Submitted to Sponsor","National Science Foundation",NA,"Mechanical Engineering","9/1/2025","8/31/2029","New","25-0190",2024-10-02 07:09:00,"1750000","1/28/2025 12:00:00 AM",NA,NA,"FEC: Northern Consortia for Use-Inspired Advanced Materials, Manufacturing and Design to Accelerate Economic Prosperity (North Country)","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Assigned to SP Proposal Administrator: Janissa Marie Analissia Martinez > Unassigned from SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Ankit Saxena > Janissa Marie Analissia Martinez > Cynthia Wise Jones > Jonathan W. Naughton > Farrell Jean Rapp","10/2/2024 07:09:14 PM > 10/24/2024 01:17:06 PM > 12/13/2024 10:02:26 AM > 1/3/2025 04:11:10 PM > 1/23/2025 04:45:26 PM > 1/24/2025 10:40:35 AM > 1/24/2025 11:53:33 AM > 1/24/2025 04:23:34 PM > 1/27/2025 08:25:02 AM > 1/28/2025 02:27:32 PM","Submitted to sponsor 1/28/2025. NSF Proposal number 2521363",NA,"798ea0f4-8844-4c2a-9557-4be94127abd1",NA,"Passes pre-award checks.","1/24/2025 10:29:14 AM > 1/24/2025 04:23:34 PM > 1/24/2025 11:53:33 AM > 1/24/2025 10:40:35 AM > 1/26/2025 08:11:13 AM > 1/24/2025 04:41:04 PM > 1/24/2025 04:40:59 PM > 1/24/2025 04:40:52 PM > 1/24/2025 04:40:16 PM > 1/27/2025 08:25:03 AM","Approved > Certified",NA,NA,NA,"1750000","A collaborative proposal","No","1750000","$1312984","$437016","1750000","FY2025","250190A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0294-P0001","NSF-MRI-track 2-23519: Development of a Tabletop LHe-Free Cryogenic Modular Nanophotonic System","Yu-Tsung Tsai","Physics & Astronomy","Submitted to Sponsor","National Science Foundation",NA,"Physics & Astronomy","9/1/2025","8/31/2028","New","25-0294",2024-11-06 10:10:00,"2611692","11/15/2024 12:00:00 AM",NA,NA,"NSF-MRI-track 2-23519: Development of a Tabletop LHe-Free Cryogenic Modular Nanophotonic System with a 3D Vector Magnet (Opticnano3DM)","Proposal Created > Status was changed from: In Development to Under Review > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Thomas Abraham Lentner > John Ruess > Yu-Tsung Tsai > Farrell Jean Rapp","11/6/2024 10:10:12 AM > 11/12/2024 09:53:56 AM > 11/12/2024 10:01:25 AM > 11/12/2024 01:14:13 PM > 11/12/2024 01:15:01 PM > 11/15/2024 05:35:27 PM","Submitted 3:12pm 11/15/2024 CR",NA,"38b119e7-29a4-4b62-8686-e151972bdca9",NA,NA,"11/12/2024 09:54:05 AM > 11/12/2024 10:01:25 AM > 11/12/2024 12:13:53 PM > 11/12/2024 10:02:01 AM > 11/12/2024 01:15:02 PM","Approved > Certified",NA,"2408530","203161","2611692",NA,"Yes","2611692","2408530","203161","2611692","FY2025","250294A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"24-1103-P0001","National Forest Foundation Collaborative Capacity Program","Melanie Armstrong","Haub School of Environment & Natural Resources","Submitted to Sponsor","National Forest Foundation",NA,"Haub School of Environment & Natural Resources","9/15/2024","9/14/2026","New","24-1103",2024-06-24 12:02:00,"150000","7/12/2024 12:00:00 AM",NA,NA,"Wyoming Tribal Engagement Strategy for Co-Stewardship of Forest Lands","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Melanie Armstrong > Inna Willis > Thomas Abraham Lentner > Farrell Jean Rapp","6/24/2024 12:02:42 PM > 6/25/2024 12:51:57 PM > 7/12/2024 01:03:54 PM > 7/12/2024 01:04:18 PM > 7/12/2024 01:05:57 PM > 7/12/2024 01:54:27 PM > 7/15/2024 08:20:10 AM > 7/22/2024 07:20:09 AM","Updating form fields
 > Submitted on 07/12/2024",NA,"85374534-b42d-425f-8997-57cb9d054055",NA,"Project uses 17.5% CESU IDC rate - project is funded by NFF, but involves significant work with USFS under CESU task agreement.  Much of the budget is allocated to participant support costs.","7/12/2024 01:08:47 PM > 7/12/2024 01:54:27 PM > 7/12/2024 02:41:02 PM > 7/12/2024 02:40:47 PM > 7/15/2024 08:20:10 AM","Approved > Certified",NA,"144549","5451","150000",NA,"Yes","150000","144549","5451","150000","FY2024","241103A0001",NA,NA,"Haub School of Environment & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0387-P0001","Navigating change: leveraging data synthesis across disciplines to understand the impacts of shifting caribou distribution and abundance on local communities","Ellen Overton Aikens","School of Computing,Haub School of Environment & Natural Resources","Submitted to Sponsor","National Science Foundation",NA,"School of Computing","9/1/2025","8/31/2030","New","25-0387",2024-12-19 12:24:00,"399172","1/15/2025 12:00:00 AM",NA,NA,"Navigating change: leveraging data synthesis across disciplines to understand the impacts of shifting caribou distribution and abundance on local communities","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Form was edited in 'Under Review' status > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Ellen Overton Aikens > Janissa Marie Analissia Martinez > Thomas Abraham Lentner > Farrell Jean Rapp","12/19/2024 12:24:13 PM > 1/10/2025 03:22:05 PM > 1/10/2025 03:22:24 PM > 1/10/2025 03:47:53 PM > 1/10/2025 03:50:25 PM > 1/10/2025 05:03:22 PM > 1/13/2025 09:15:57 AM > 1/14/2025 12:06:25 PM","update form fields > Non-lead. Temporary tracking number  237919 
Submitted 1/14/2025 12p.",NA,"a4605605-a86b-4898-98f4-508732134479",NA,"Passes pre-award checks. > Indirect costs were split across departments for the joint position, but not across colleges -- not sure if this was intentional or not.","1/10/2025 03:51:31 PM > 1/10/2025 05:03:22 PM > 1/12/2025 03:12:20 PM > 1/11/2025 12:47:06 PM > 1/10/2025 05:10:27 PM > 1/13/2025 09:15:58 AM","Approved > Certified",NA,"276243","122928","399172","A collaborative proposal","No","399172","276243","122928","399172","FY2025","250387A0001",NA,NA,NA,0,0,0,1,0,0,0,0,1
"25-0488-P0001","Nevada NSF EPSCoR FEC-RII","Masanori Saito","Atmospheric Science","Submitted to Sponsor","National Science Foundation",NA,"Atmospheric Science","7/1/2025","6/30/2029","New","25-0488",2025-01-24 08:18:00,"1080636","1/28/2025 12:00:00 AM",NA,NA,"Collaborative Research: FEC: Optical Properties of Mineral Dust Aerosols: Building Capacity for Use-Inspired Applications Through Experimental and Theoretical Investigations","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Masanori Saito > Thomas Abraham Lentner > Janissa Marie Analissia Martinez > John Ruess > Farrell Jean Rapp > Marissa K. Gannon","1/24/2025 08:18:16 AM > 1/24/2025 08:29:46 AM > 1/24/2025 01:02:46 PM > 1/24/2025 02:34:27 PM > 1/27/2025 10:08:40 AM > 1/27/2025 11:49:33 AM > 1/27/2025 02:33:37 PM > 1/27/2025 02:38:10 PM > 1/27/2025 02:43:32 PM > 1/27/2025 03:29:27 PM > 1/27/2025 04:23:11 PM > 1/28/2025 09:16:14 AM > 1/28/2025 10:44:47 AM > 1/28/2025 10:45:26 AM > 1/28/2025 03:48:43 PM","Update fields > Update form fields for review > Updating to reflect final budget
 > edits > submitted",NA,"e65e7624-e3c3-4446-b7a0-38584e62f074",NA,"Passes pre-award checks.  Updated budget and subaward docs attached. > Passes pre-award checks","1/27/2025 02:43:32 PM > 1/27/2025 02:38:32 PM > 1/28/2025 08:31:06 AM > 1/28/2025 09:16:14 AM > 1/28/2025 10:29:18 AM > 1/28/2025 09:49:26 AM > 1/28/2025 10:45:26 AM","Certified > Approved",NA,"777304","303332","1080636","A collaborative proposal","No","1080636","777304","303332","1080636","FY2025","250488A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"24-0695-P0001","Next-Generation Monitoring and Prediction System for Available  Solar Energy in the U.S. Mountain West","Masanori Saito","Atmospheric Science","Submitted to Sponsor","U.S. Department of Energy",NA,"Atmospheric Science","1/1/2025","12/31/2028","New","24-0695",2024-01-16 10:12:00,"999602","2/28/2024 12:00:00 AM",NA,NA,"Next-Generation Monitoring and Prediction System for Available  Solar Energy in the U.S. Mountain West","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Assigned to SP Proposal Administrator: John Ruess > Unassigned from SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Masanori Saito > Thomas Abraham Lentner > John Ruess > Farrell Jean Rapp","1/16/2024 10:12:41 AM > 1/17/2024 09:58:19 AM > 2/5/2024 09:42:25 AM > 2/9/2024 10:36:30 AM > 2/27/2024 10:08:08 AM > 2/27/2024 10:09:37 AM > 2/27/2024 02:38:09 PM > 2/28/2024 04:25:15 PM > 8/22/2024 02:36:41 PM","see confirmation > Not selected for funding.",NA,"e3e616c0-4fea-4871-babc-805289cd74ed","Not Funded",NA,"2/27/2024 10:08:15 AM > 2/27/2024 10:09:37 AM > 2/27/2024 02:30:38 PM > 2/27/2024 02:36:32 PM > 2/27/2024 02:38:09 PM","Approved > Certified",NA,"713102","286500","999602",NA,"Yes","999602","713102","286500","999602","FY2024","240695A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0424-P0001","Novel B Cell Contribution In Protection to Brucellosis","David W Pascual","Veterinary Science","Submitted to Sponsor","National Institutes of Health/Department of Health and Human Services",NA,"Veterinary Science","9/1/2025","8/31/2027","New","25-0424",2025-01-10 01:37:00,"397375","2/17/2025 12:00:00 AM",NA,NA,"Novel B Cell Contribution In Protection to Brucellosis","Proposal Created > Status was changed from: In Development to Under Review > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","John Ruess > David W Pascual > Farrell Jean Rapp","1/10/2025 01:37:52 PM > 1/27/2025 03:25:31 PM > 1/28/2025 08:47:18 AM > 1/28/2025 10:43:04 AM > 1/28/2025 10:43:50 AM > 2/3/2025 08:44:27 AM","GRANT14345340",NA,"1418800b-31fc-4625-94b4-c6adde75c497",NA,"Passes pre-award checks","1/28/2025 08:30:30 AM > 1/28/2025 08:47:18 AM > 1/28/2025 09:35:48 AM > 1/28/2025 09:00:51 AM > 1/28/2025 10:43:53 AM","Approved > Certified",NA,"275000","122375","397375",NA,"Yes","397375","275000","122375","397375","FY2025","250424A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0413-P0001","ORCC","Nicole Lara Bedford","Zoology & Physiology","Submitted to Sponsor","National Science Foundation",NA,"Zoology & Physiology","8/1/2025","7/31/2028","New","25-0413",2025-01-08 02:59:00,"612114","1/23/2025 12:00:00 AM",NA,NA,"ORCC: Causes and consequences of torpor in a facultative hibernator","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Nicole Lara Bedford > John Ruess > Thomas Abraham Lentner > Merav Ben-David > Adam C. Nelson > Farrell Jean Rapp","1/8/2025 02:58:59 PM > 1/21/2025 10:29:32 AM > 1/21/2025 10:43:57 AM > 1/21/2025 10:45:29 AM > 1/21/2025 01:10:38 PM > 1/21/2025 01:13:01 PM > 1/21/2025 01:35:04 PM > 1/21/2025 04:09:09 PM > 1/22/2025 11:19:41 AM > 1/22/2025 02:12:17 PM > 1/23/2025 04:21:02 PM","edits > Updating ""admin use page"" with proposal info > 2520851",NA,"328bae40-0086-4471-9838-e7df7a92de66",NA,"Passes pre-award checks.","1/21/2025 01:13:18 PM > 1/22/2025 11:19:41 AM > 1/21/2025 04:09:09 PM > 1/21/2025 01:35:04 PM > 1/22/2025 11:21:45 AM > 1/22/2025 11:21:40 AM > 1/22/2025 11:21:35 AM > 1/22/2025 02:12:17 PM","Approved > Certified",NA,"446766","165348","612114",NA,"Yes","612114","446766","165348","612114","FY2025","250413A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"24-0513-P0001","Older Adults' Daily Prospective Memory Lapses: Examining Links with Inflammation, Neurodegeneration, and Gender to Inform Early Identification of Cognitive Decline and Impairment","Erin Harrington","Psychology","Not Submitted to Sponsor","National Institute on Aging/National Institutes of Health/Department of Health and Human Services",NA,"Psychology","8/1/2024","7/31/2026","New","24-0513",2023-10-24 03:35:00,NA,"11/16/2023 12:00:00 AM",NA,NA,"Older Adults' Daily Prospective Memory Lapses: Examining Links with Inflammation, Neurodegeneration, and Gender to Inform Early Identification of Cognitive Decline and Impairment","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Closed. Resolution set to: PI Abandoned","Erin Harrington > Tashina Lemons > John Ruess","10/24/2023 03:35:05 PM > 10/25/2023 07:51:22 AM > 2/19/2024 02:29:24 PM","Did not need to be ran through ROAM Wyo, admin close for reporting purposes",NA,"5c07f5dc-f915-4b1c-acc3-8921e0106aff","PI Abandoned",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2024","240513A0001",NA,NA,"College of Arts & Sciences",0,0,1,0,0,0,0,0,0
"24-1062-P0001","OpenGrocery: An Open Source Infrastructure for Grocery Recognition","Shivanand Venkanna Sheshappanavar","Electrical Engineering & Computer Science","Submitted to Sponsor","National Science Foundation",NA,"Electrical Engineering & Computer Science","1/15/2025","1/15/2027","New","24-1062",2024-05-31 06:41:00,"174720","9/18/2024 12:00:00 AM",NA,NA,"CRII: HCC: OpenGrocery: Development of an Open-source Infrastructure for Grocery Recognition","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Shivanand Venkanna Sheshappanavar > Inna Willis > Ashlee Marie Kupilik > Kayleigh Ann Edgar > Farrell Jean Rapp > John Ruess","5/31/2024 06:41:43 PM > 6/25/2024 12:56:52 PM > 8/28/2024 10:29:25 PM > 9/4/2024 12:36:04 PM > 9/13/2024 07:24:23 AM > 9/13/2024 11:39:08 AM > 9/13/2024 02:54:28 PM > 9/13/2024 04:11:40 PM > 9/16/2024 09:33:25 AM > 9/18/2024 02:18:46 PM","Shivanand accidentally moved this to Under Review. Per their request, I am moving it back to In Development. > Updating fields > Submitted to sponsor",NA,"030ed617-ce7b-47c4-9924-2be1241aa570",NA,"Passes Pre-Award checks.  Ready for approval.  NSF, standard IDC.","9/13/2024 03:57:14 PM > 9/13/2024 04:11:40 PM > 9/16/2024 09:20:28 AM > 9/13/2024 06:42:05 PM > 9/16/2024 09:33:25 AM","Approved > Certified",NA,"128284","46435","174720",NA,"Yes","174720","128284","46435","174720","FY2024","241062A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
