"Award #","PI","Project Title","Sponsor","Prime Sponsor","Instrument Type","Award Start Date","Award End Date","Admin Unit","Obligated Amount","Project #","Total Expected Amount","Anticipated Amount","Status","Created Date","Award Type","Increment Amount","PI Unit","Modification Number","Modification Type","Modification Date","Modified By","activity type","Admin Unit Primary Code","Award Amount","Award Id","Award Notice Received","Award Title","budget end date","budget start date","cfda aln number","department","department Primary Code","Direct Costs","epscor idea funding","fain","History Action","History Action By","History Action Date","History Comment","incrementally funded","indirect cost project type","indirect cost rate off","indirect cost rate on","Indirect Costs","nifa capacity grant","Prime Sponsor Org Type","Prime Sponsor Primary Code","project location","proposal type","Resolution","Routing Comment","Routing Date","Routing Status","Sponsor Award Number","Sponsor Org Type","Sponsor Primary Code","sponsor type","Total Cost Share","Total Project Cost"
"23-1399-A0001-2","Kelly Keith Crane","University of Wyoming Extension Smith-Lever Special Needs FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",43951,"23-1399",43951,NA,"Active","6/30/2023 10:21:55 AM",NA,NA,"UW Extension",2,"Administrative Change","6/30/2023","Kristi Stockdale","Other Sponsored Activity",300000007170503,NA,"d9d69616-3085-407d-90fc-a8d86b649794","11/23/2022",NA,"9/30/2027","10/1/2022","10.511",NA,NA,43951,NA,"NI23SLSNXXXXG015",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23SLSNXXXXG015",NA,"01-USDANIFA","U.S. Federal Government","43,951.00","87,902.00"
"23-1399-A0001-3","Amanda Sue Marney","University of Wyoming Extension Smith-Lever Special Needs FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",43951,"23-1399",43951,NA,"Active","12/19/2024 10:54:26 AM",NA,NA,"UW Extension",3,"Key Personnel Change","12/19/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"d9d69616-3085-407d-90fc-a8d86b649794","11/23/2022",NA,"9/30/2027","10/1/2022","10.511",NA,NA,43951,NA,"NI23SLSNXXXXG015","Award Created","Legacy Loader","4/24/2023 07:38:33 PM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23SLSNXXXXG015",NA,"01-USDANIFA","U.S. Federal Government","43,951.00","87,902.00"
"23-0659-A0001","Kelly Keith Crane","University of Wyoming Smith-Lever RREA FY21","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2020","9/30/2022","UW Extension",47897,"23-0659",NA,NA,"Closed","4/24/2023 06:56:34 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,NA,300000007170503,NA,"ddc1bc6b-414d-40de-93ea-8845198ea6ac",NA,NA,"9/30/2022","10/1/2020","10.515",NA,NA,NA,NA,"NI21RRREAFXXXG067","Award Created","Legacy Loader","4/24/2023 06:56:34 PM",NA,NA,"Other Sponsored Activities",NA,NA,NA,NA,NA,"01-USDANIFA","Off Campus",NA,"Admin Closed",NA,NA,NA,"NI21RREAFXXXG067",NA,"01-USDANIFA",NA,NA,NA
"23-1032-A0001","Kelly Keith Crane","University of Wyoming Smith-Lever RREA FY22","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2021","9/30/2023","UW Extension",47897,"23-1032",NA,NA,"In Closeout","4/24/2023 07:17:32 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,NA,300000007170503,NA,"def3bc61-a445-4a24-bd9b-3ab668cce1b8","12/3/2021",NA,"9/30/2023","10/1/2021","10.515",NA,NA,NA,NA,"NI22RREAFXXXG034","Award Created","Legacy Loader","4/24/2023 07:17:31 PM",NA,NA,"Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI22RREAFXXXG034",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1668-A0001-0","Vardges Hovhannisyan","Implications of Table Sugar and Natural & Artificial Sweetener Consumption for Bodyweight, Welfare, and Public Policy","National Institute of Food and Agriculture/Department of Agriculture",NA,NA,"6/1/2023","6/30/2026","Agriculture & Applied Economics",513595,"23-1668",513595,NA,"Active","6/16/2023 01:24:01 PM",NA,NA,"Agriculture & Applied Economics",0,"Original Award",NA,NA,"Basic Research",300000007170651,NA,"e02f3213-af11-4b26-a0d3-cf2462318875","5/31/2023",NA,"6/30/2026","6/1/2023","10.310","Agriculture & Applied Economics",300000007170651,428517,NA,"20236702440062",NA,NA,NA,NA,"No","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",85078,NA,NA,NA,"[On Campus]","New",NA,NA,NA,NA,"2023-67024-40062",NA,"01-USDANIFA","U.S. Federal Government",NA,"513,595.00"
"23-1668-A0001-1","Vardges Hovhannisyan","Implications of Table Sugar and Natural & Artificial Sweetener Consumption for Bodyweight, Welfare, and Public Policy","National Institute of Food and Agriculture/Department of Agriculture",NA,NA,"6/1/2023","6/30/2026","Agriculture & Applied Economics",513595,"23-1668",513595,NA,"Active","2/19/2024 12:23:27 PM",NA,NA,"Agriculture & Applied Economics",1,"Administrative Change","2/19/2024","Courtney Peatross","Basic Research",300000007170651,NA,"e02f3213-af11-4b26-a0d3-cf2462318875","5/31/2023",NA,"6/30/2026","6/1/2023","10.310","Agriculture & Applied Economics",300000007170651,428517,NA,"20236702440062",NA,NA,NA,NA,"No","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",85078,NA,NA,NA,"[On Campus]","New",NA,NA,NA,NA,"2023-67024-40062",NA,"01-USDANIFA","U.S. Federal Government",NA,"513,595.00"
"23-1668-A0001-2","Vardges Hovhannisyan","Implications of Table Sugar and Natural & Artificial Sweetener Consumption for Bodyweight, Welfare, and Public Policy","National Institute of Food and Agriculture/Department of Agriculture",NA,NA,"6/1/2023","6/30/2026","Agriculture & Applied Economics",513595,"23-1668",513595,NA,"Active","2/28/2024 03:18:12 PM",NA,NA,"Agriculture & Applied Economics",2,"Administrative Change","2/28/2024","Courtney Peatross","Basic Research",300000007170651,NA,"e02f3213-af11-4b26-a0d3-cf2462318875","5/31/2023",NA,"6/30/2026","6/1/2023","10.310","Agriculture & Applied Economics",300000007170651,428517,NA,"20236702440062","Award Created","Tashina Lemons","6/16/2023 01:24:01 PM",NA,"No","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",85078,NA,NA,NA,"[On Campus]","New",NA,NA,NA,NA,"2023-67024-40062",NA,"01-USDANIFA","U.S. Federal Government",NA,"513,595.00"
"23-0665-A0001","Eric P Webster","McIntire-Stennis Capacity FY21","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2020","9/30/2022","College of Agriculture, Life Sciences & Natural Resources Deans Office",243617,"23-0665",NA,NA,"Closed","4/24/2023 06:56:55 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,NA,300000006254272,NA,"e4523e33-2d85-473b-a599-fb167ff6e47d",NA,NA,"9/30/2022","10/1/2020","10.202",NA,NA,NA,NA,"NI21MSCFRXXXG058","Award Created","Legacy Loader","4/24/2023 06:56:54 PM",NA,NA,"Other Sponsored Activities",NA,NA,NA,NA,NA,"01-USDANIFA","Off Campus",NA,"Admin Closed",NA,NA,NA,"NI21MSCFRXXXG058",NA,"01-USDANIFA",NA,NA,NA
"24-0457-A0001-0","Kelly Keith Crane","Joint Cooperative Extension Programs at 1862 Land-Grant Institutions and University of the District of Columbia Public Postsecondary Education Reorganization Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",1796271,"24-0457",1796271,NA,"Active","6/19/2024 02:45:14 PM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170503,NA,"e54eaa90-3cc1-489f-bc6f-b810632d9cc5","5/22/2024",NA,"9/30/2028","10/1/2023","10.511","UW Extension Department",300000029794978,1796271,NA,"NI24SLBCXXXXG022",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24SLBCXXXXG022",NA,"01-USDANIFA","U.S. Federal Government","1,796,271.00","3,592,542.00"
"24-0457-A0001-1","Kelly Keith Crane","Joint Cooperative Extension Programs at 1862 Land-Grant Institutions and University of the District of Columbia Public Postsecondary Education Reorganization Act Program","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",1796271,"24-0457",1796271,NA,"Active","7/17/2024 05:08:22 PM",NA,NA,"College of Agriculture, Life Sciences & Natural Resources Deans Office",1,"Other Modifications","7/17/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"e54eaa90-3cc1-489f-bc6f-b810632d9cc5","5/22/2024",NA,"9/30/2028","10/1/2023","10.511","UW Extension Department",300000029794978,1796271,NA,"NI24SLBCXXXXG022",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24SLBCXXXXG022",NA,"01-USDANIFA","U.S. Federal Government","1,796,271.00","3,592,542.00"
"24-0457-A0001-2","Amanda Sue Marney","Smith Lever 3(b) & 3(c) (SLBC)","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2028","UW Extension",1796271,"24-0457",1796271,NA,"Active","12/19/2024 11:30:06 AM",NA,NA,"UW Extension",2,"Key Personnel Change","12/19/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170503,NA,"e54eaa90-3cc1-489f-bc6f-b810632d9cc5","5/22/2024",NA,"9/30/2028","10/1/2023","10.511","UW Extension Department",300000029794978,1796271,NA,"NI24SLBCXXXXG022","Award Created","Inna Willis","6/19/2024 02:45:13 PM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24SLBCXXXXG022",NA,"01-USDANIFA","U.S. Federal Government","1,796,271.00","3,592,542.00"
"24-0483-A0001-0","Eric P Webster","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station Department",8154,"24-0483",8154,NA,"Active","7/19/2024 08:06:36 AM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Other Sponsored Activity",300000029794623,NA,"e58d03a6-9024-4243-a294-66a979caaf02",NA,NA,"9/30/2025","10/1/2023","10.207",NA,NA,8154,NA,"NI24AHDRXXXXG059",NA,NA,NA,NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24AHDRXXXXG059",NA,"01-USDANIFA","U.S. Federal Government","0.00","$20385.00"
"24-0483-A0001-1","Eric P Webster","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station Department",18804,"24-0483",18804,NA,"Active","7/19/2024 08:20:37 AM",NA,NA,"Agricultural Experiment Station",1,"New Funding Increment","7/19/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000029794623,NA,"e58d03a6-9024-4243-a294-66a979caaf02",NA,NA,"9/30/2025","10/1/2023","10.207",NA,NA,18804,NA,"NI24AHDRXXXXG059",NA,NA,NA,NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24AHDRXXXXG059",NA,"01-USDANIFA","U.S. Federal Government","0.00","$20385.00"
"24-0483-A0001-2","Eric P Webster","Animal Health and Disease Research Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",18804,"24-0483",18804,NA,"Active","7/19/2024 08:28:47 AM",NA,NA,"Agricultural Experiment Station",2,"Other Modifications","7/19/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170680,NA,"e58d03a6-9024-4243-a294-66a979caaf02",NA,NA,"9/30/2025","10/1/2023","10.207",NA,NA,18804,NA,"NI24AHDRXXXXG059","Award Created","Kristi Hargis Stockdale","7/19/2024 08:06:35 AM",NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24AHDRXXXXG059",NA,"01-USDANIFA","U.S. Federal Government","0.00","$20385.00"
"23-1398-A0001-0","Kelly Keith Crane","University of Wyoming Extension Smith-Lever 3(b) & 3(c) FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",371899,"23-1398",NA,NA,"Active","4/24/2023 07:38:30 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170503,NA,"eab15de9-3fea-489e-a8d3-e73bb010285f","11/23/2022",NA,"9/30/2027","10/1/2022","10.511",NA,NA,NA,NA,"NI23SLBCXXXXG043",NA,NA,NA,NA,NA,"Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI23SLBCXXXXG043",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1398-A0001-1","Kelly Keith Crane","University of Wyoming Extension Smith-Lever 3(b) & 3(c) FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",1800592,"23-1398",1800592,NA,"Active","5/11/2023 08:52:52 AM",NA,NA,"UW Extension",1,"New Funding Increment","5/11/2023","John Ruess","Other Sponsored Activity",300000007170503,NA,"eab15de9-3fea-489e-a8d3-e73bb010285f","11/23/2022",NA,"9/30/2027","10/1/2022","10.511",NA,NA,1800592,NA,"NI23SLBCXXXXG043",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23SLBCXXXXG043",NA,"01-USDANIFA","U.S. Federal Government","1,800,592.00","3,601,184.00"
"23-1398-A0001-2","Amanda Sue Marney","University of Wyoming Extension Smith-Lever 3(b) & 3(c) FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2027","UW Extension",1800592,"23-1398",1800592,NA,"Active","1/14/2025 02:18:52 PM",NA,NA,"UW Extension",2,"Key Personnel Change","1/14/2025","Farrell Jean Rapp","Other Sponsored Activity",300000007170503,NA,"eab15de9-3fea-489e-a8d3-e73bb010285f","12/18/2024",NA,"9/30/2027","10/1/2022","10.511","UW Extension",300000007170503,1800592,NA,"NI23SLBCXXXXG043","Award Created","Legacy Loader","4/24/2023 07:38:30 PM",NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23SLBCXXXXG043",NA,"01-USDANIFA","U.S. Federal Government","1,800,592.00","3,601,184.00"
"24-0484-A0001-0","Eric P Webster","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",545214,"24-0484",545214,NA,"Active","2/23/2024 08:18:37 AM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170680,NA,"ecc8d0cc-ffe9-4aad-a7d4-0abff6322a4b","2/22/2024",NA,"9/30/2025","10/1/2023","10.203",NA,NA,545214,NA,"NI24HFPXXXXXG025",NA,NA,NA,NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24HFPXXXXXG025",NA,"01-USDANIFA","U.S. Federal Government","545,214.00","1,090,428.00"
"24-0484-A0001-1","Eric P Webster","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",1358635,"24-0484",1358635,NA,"Active","7/17/2024 04:47:53 PM",NA,NA,"Agricultural Experiment Station",1,"New Funding Increment","7/17/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170680,NA,"ecc8d0cc-ffe9-4aad-a7d4-0abff6322a4b","2/22/2024",NA,"9/30/2025","10/1/2023","10.203",NA,NA,1358635,NA,"NI24HFPXXXXXG025",NA,NA,NA,NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24HFPXXXXXG025",NA,"01-USDANIFA","U.S. Federal Government","545,214.00","1,090,428.00"
"24-0484-A0001-2","Eric P Webster","Hatch-Regular Capacity","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2023","9/30/2025","Agricultural Experiment Station",1358635,"24-0484",1358635,NA,"Active","7/17/2024 04:56:53 PM",NA,NA,"Agricultural Experiment Station",2,"Other Modifications","7/17/2024","Kristi Hargis Stockdale","Other Sponsored Activity",300000007170680,NA,"ecc8d0cc-ffe9-4aad-a7d4-0abff6322a4b","2/22/2024",NA,"9/30/2025","10/1/2023","10.203",NA,NA,1358635,NA,"NI24HFPXXXXXG025","Award Created","Kristi Hargis Stockdale","2/23/2024 08:18:36 AM",NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI24HFPXXXXXG025",NA,"01-USDANIFA","U.S. Federal Government","545,214.00","1,090,428.00"
"23-0634-A0001","Linda T.A. van Diepen","Nitrogen Limitation in High-Elevation Hay Meadows: Understanding Processes for Improved Agroecosystem Health, Function, and Management","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"1/1/2021","12/31/2024","Ecosystem Science & Management",499985,"23-0634",NA,NA,"Closed","4/24/2023 06:55:10 PM",NA,NA,"Ecosystem Science & Management",0,"Original Award",NA,NA,NA,300000007170672,NA,"f020a1c3-f095-4592-9eed-2b0ea9013c95",NA,NA,"12/31/2024","1/1/2021","10.310",NA,NA,NA,NA,"20216702033422","Award Created","Legacy Loader","4/24/2023 06:55:09 PM",NA,NA,"Research",NA,"44.5% MTDC",NA,NA,NA,"01-USDANIFA","On Campus",NA,"Complete",NA,NA,NA,"2021-67020-33422",NA,"01-USDANIFA",NA,NA,NA
"23-1402-A0001-0","Eric P Webster","Hatch-Multistate Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",161278,"23-1402",NA,NA,"Active","4/24/2023 07:38:43 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,"Other Sponsored Activity",300000007170680,NA,"f167d897-a825-484b-a9eb-acb9548c37b1","11/23/2022",NA,"9/30/2024","10/1/2022","10.203",NA,NA,NA,NA,"NI23HMFPXXXXG044",NA,NA,NA,NA,NA,"Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,"01-USDANIFA","On Campus",NA,NA,NA,NA,NA,"NI23HMFPXXXXG044",NA,"01-USDANIFA","U.S. Federal Government",NA,NA
"23-1402-A0001-1","Eric P Webster","Hatch-Multistate Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"9/30/2022","9/29/2024","Agricultural Experiment Station",771511,"23-1402",771511,NA,"Active","6/28/2023 11:25:42 AM",NA,NA,"Agricultural Experiment Station",1,"New Funding Increment","6/28/2023","Kristi Stockdale","Other Sponsored Activity",300000007170680,NA,"f167d897-a825-484b-a9eb-acb9548c37b1","11/23/2022",NA,"9/30/2024","10/1/2022","10.203","Agricultural Experiment Station",300000007170680,771511,NA,"NI23HMFPXXXXG044",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23HMFPXXXXG044",NA,"01-USDANIFA","U.S. Federal Government","847,141.00","1,618,652.00"
"23-1402-A0001-2","Eric P Webster","Hatch-Multistate Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",771511,"23-1402",771511,NA,"Active","6/30/2023 06:47:58 AM",NA,NA,"Agricultural Experiment Station",2,"Administrative Change","6/30/2023","Kristi Stockdale","Other Sponsored Activity",300000007170680,NA,"f167d897-a825-484b-a9eb-acb9548c37b1","11/23/2022",NA,"9/30/2024","10/1/2022","10.203","Agricultural Experiment Station",300000007170680,771511,NA,"NI23HMFPXXXXG044",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23HMFPXXXXG044",NA,"01-USDANIFA","U.S. Federal Government","847,141.00","1,618,652.00"
"23-1402-A0001-3","Eric P Webster","Hatch-Multistate Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",771511,"23-1402",771511,NA,"Active","7/28/2023 12:27:02 PM",NA,NA,"Agricultural Experiment Station",3,"Other Modifications","7/28/2023","Kristi Stockdale","Other Sponsored Activity",300000007170680,NA,"f167d897-a825-484b-a9eb-acb9548c37b1","11/23/2022",NA,"9/30/2024","10/1/2022","10.203","Agricultural Experiment Station",300000007170680,771511,NA,"NI23HMFPXXXXG044",NA,NA,NA,NA,"Yes","Other Sponsored Activities",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23HMFPXXXXG044",NA,"01-USDANIFA","U.S. Federal Government","847,141.00","1,618,652.00"
"23-1402-A0001-4","Eric P Webster","Hatch-Multistate Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",847141,"23-1402",847141,NA,"Active","7/31/2023 06:45:07 PM",NA,NA,"Agricultural Experiment Station",4,"New Funding Increment","7/31/2023","Kristi Stockdale","Basic Research",300000007170680,NA,"f167d897-a825-484b-a9eb-acb9548c37b1","11/23/2022",NA,"9/30/2024","10/1/2022","10.203","Agricultural Experiment Station",300000007170680,847141,NA,"NI23HMFPXXXXG044",NA,NA,NA,NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23HMFPXXXXG044",NA,"01-USDANIFA","U.S. Federal Government","847,141.00","1,694,282.00"
"23-1402-A0001-5","Eric P Webster","Hatch-Multistate Capacity FY23","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2022","9/30/2024","Agricultural Experiment Station",771511,"23-1402",771511,NA,"In Closeout","3/11/2025 04:40:35 PM",NA,NA,"Agricultural Experiment Station",5,"Administrative Change","3/11/2025","Farrell Jean Rapp","Basic Research",300000007170680,NA,"f167d897-a825-484b-a9eb-acb9548c37b1","3/11/2025",NA,"9/30/2024","10/1/2022","10.203","Agricultural Experiment Station",300000007170680,771511,NA,"NI23HMFPXXXXG044","Award Created","Legacy Loader","4/24/2023 07:38:43 PM",NA,"Yes","Research",NA,"Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",0,NA,NA,"01-USDANIFA","On Campus","New",NA,NA,NA,NA,"NI23HMFPXXXXG044",NA,"01-USDANIFA","U.S. Federal Government","847,141.00","1,618,652.00"
"23-0458-A0001","Kelly Keith Crane","University of Wyoming Smith-Lever 3(b) and 3(c) - Special Needs","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2019","9/30/2024","UW Extension",43951,"23-0458",NA,NA,"Closed","4/24/2023 06:45:08 PM",NA,NA,"UW Extension",0,"Original Award",NA,NA,"Basic Research",300000007170503,NA,"f872b5b4-f0e3-4e9c-9cb7-5e7a80a97165","4/30/2020",NA,"9/30/2024","10/1/2019","10.511",NA,NA,NA,NA,"NI20SLSNXXXXG002","Award Created","Legacy Loader","4/24/2023 06:45:08 PM",NA,NA,"Research","Reduced F&A by Sponsor: Specify the rate % and base (MTDC, TDC, Other)",NA,NA,NA,NA,"01-USDANIFA","Off Campus",NA,"Complete",NA,NA,NA,"NI20SLSNXXXXG002",NA,"01-USDANIFA",NA,NA,NA
"23-0653-A0001","Eric P Webster","Hatch-Regular Capacity FY21","National Institute of Food and Agriculture/Department of Agriculture","National Institute of Food and Agriculture/Department of Agriculture",NA,"10/1/2020","9/30/2022","Agriculture & Applied Economics",1353035,"23-0653",NA,NA,"Closed","4/24/2023 06:56:15 PM",NA,NA,"Agricultural Experiment Station",0,"Original Award",NA,NA,NA,300000007170651,NA,"f8bcf168-2920-488f-a24c-8d816936a8ba","12/15/2020",NA,"9/30/2022","10/1/2020","10.203",NA,NA,NA,NA,"NI21HFPXXXXXG026","Award Created","Legacy Loader","4/24/2023 06:56:15 PM",NA,NA,"Research",NA,NA,NA,NA,NA,"01-USDANIFA","Off Campus",NA,"Admin Closed",NA,NA,NA,"NI21HFPXXXXXG026",NA,"01-USDANIFA",NA,NA,NA
